,Correction,Forward,Successor,init
0,202,8,19,10
1,199,5,2,7
2,211,7,3,10
3,191,5,2,7
4,187,4,6,6
5,190,5,8,7
6,200,7,3,8
7,213,5,2,7
8,197,8,11,8
9,210,5,3,8
10,190,5,12,7
11,204,4,2,6
12,197,5,2,7
13,199,6,12,8
14,206,6,2,8
15,198,7,7,9
16,191,5,7,7
17,206,6,2,8
18,194,6,2,8
19,198,10,7,10
20,211,6,8,8
21,190,9,2,11
22,212,7,3,9
23,207,4,11,6
24,196,6,14,8
25,188,8,6,10
26,214,4,2,6
27,203,8,2,10
28,199,9,2,11
29,191,5,17,7
30,212,8,2,10
31,209,9,2,11
32,187,5,28,7
33,202,4,2,6
34,206,6,2,8
35,195,5,16,6
36,190,6,6,8
37,207,7,2,9
38,201,5,7,7
39,195,6,2,8
40,200,7,2,7
41,187,9,2,11
42,191,9,34,7
43,206,6,7,7
44,201,6,7,8
45,188,4,3,6
46,190,6,7,8
47,189,9,12,7
48,206,5,2,7
49,195,6,13,7
50,192,8,6,9
51,208,6,2,8
52,186,5,10,6
53,211,5,2,7
54,201,6,2,8
55,199,4,2,6
56,213,4,11,6
57,190,8,6,10
58,193,7,2,9
59,208,5,8,6
60,204,9,16,10
61,189,4,2,6
62,209,5,2,7
63,210,7,2,9
64,204,6,8,8
65,189,7,2,9
66,213,8,2,10
67,192,5,2,6
68,202,6,6,8
69,187,7,2,8
70,198,6,12,6
71,190,7,13,9
72,194,8,2,10
73,186,4,10,6
74,201,7,15,7
75,192,7,14,9
76,189,5,7,7
77,196,5,6,7
78,192,5,2,7
79,200,5,2,7
80,210,6,11,8
81,188,5,10,7
82,205,8,63,8
83,205,4,7,6
84,204,6,2,8
85,210,5,10,7
86,211,5,8,6
87,187,4,2,6
88,185,7,21,9
89,192,8,2,10
90,206,6,17,8
91,191,4,2,6
92,199,4,2,6
93,203,6,2,8
94,197,5,28,7
95,212,6,10,7
96,193,8,2,10
97,187,8,9,8
98,198,4,27,6
99,191,10,17,10
100,200,7,9,9
101,188,6,12,6
102,202,8,10,9
103,193,4,2,6
104,198,5,2,6
105,212,7,7,9
106,212,6,2,8
107,213,6,7,7
108,192,5,6,7
109,197,6,14,7
110,208,4,7,6
111,199,8,2,10
112,187,5,3,7
113,201,6,15,7
114,198,7,15,9
115,213,7,2,9
116,198,7,28,8
117,189,4,2,7
118,196,5,2,7
119,197,6,2,8
120,200,7,8,9
121,201,6,3,8
122,205,6,2,8
123,212,4,2,6
124,203,6,2,7
125,209,6,2,8
126,195,5,2,7
127,191,4,2,6
128,213,6,10,8
129,187,4,19,6
130,197,6,7,8
131,198,7,7,9
132,198,4,9,6
133,185,9,2,11
134,190,5,10,7
135,197,3,28,5
136,207,5,2,7
137,205,8,13,10
138,190,5,19,7
139,191,5,2,6
140,201,6,6,7
141,192,8,2,10
142,212,6,8,8
143,188,4,13,6
144,206,9,39,10
145,192,4,6,6
146,203,4,22,6
147,208,9,14,10
148,210,9,9,10
149,213,6,6,8
150,192,5,2,7
151,187,5,10,7
152,196,5,10,6
153,193,7,2,9
154,190,6,21,8
155,201,4,25,6
156,187,4,6,6
157,215,8,2,10
158,211,5,2,7
159,209,4,2,6
160,197,6,2,8
161,185,5,2,7
162,205,6,18,8
163,214,7,2,9
164,187,4,2,6
165,207,10,19,10
166,188,8,2,6
167,186,6,2,8
168,190,5,29,7
169,190,9,13,10
170,182,8,31,10
171,193,5,2,7
172,211,6,2,8
173,200,6,17,8
174,214,5,2,7
175,207,6,2,8
176,197,5,10,7
177,198,5,11,7
178,206,6,6,8
179,207,4,2,6
180,195,5,11,6
181,201,7,2,9
182,189,6,2,8
183,186,9,17,11
184,194,9,2,9
185,189,8,2,10
186,190,5,2,7
187,186,6,29,6
188,213,8,7,10
189,202,4,2,5
190,191,8,20,10
191,209,5,2,7
192,200,4,2,6
193,190,4,25,6
194,200,8,2,10
195,211,7,22,9
196,198,6,2,6
197,208,5,2,7
198,191,6,2,8
199,188,6,2,8
200,198,6,20,7
201,192,7,2,9
202,200,0,24,10
203,200,5,3,7
204,212,5,2,7
205,186,9,7,11
206,195,5,11,7
207,205,6,2,8
208,191,4,2,6
209,191,7,2,9
210,199,3,7,5
211,195,4,2,6
212,199,5,2,7
213,210,8,2,10
214,214,9,2,11
215,201,5,8,6
216,208,0,41,11
217,197,5,2,7
218,208,6,2,7
219,191,7,2,9
220,210,4,10,6
221,198,8,2,10
222,212,6,2,8
223,204,8,2,10
224,211,7,7,9
225,199,5,2,7
226,189,9,16,10
227,211,9,2,11
228,202,7,2,9
229,189,9,2,11
230,200,5,2,7
231,191,5,7,7
232,208,6,2,8
233,200,6,3,8
234,206,5,16,7
235,189,5,18,7
236,187,4,2,6
237,197,6,2,8
238,211,7,9,9
239,199,5,10,7
240,207,9,2,11
241,199,8,17,9
242,203,5,19,6
243,191,8,2,10
244,186,9,2,11
245,207,4,2,6
246,188,7,9,9
247,190,7,2,9
248,190,4,6,6
249,208,6,21,7
250,187,4,14,6
251,208,8,2,10
252,200,4,10,6
253,211,9,2,11
254,210,7,23,8
255,188,5,2,7
256,201,8,2,10
257,193,6,9,8
258,204,4,2,6
259,213,5,2,7
260,212,5,7,7
261,191,7,9,9
262,200,10,2,10
263,206,4,20,6
264,211,6,3,8
265,192,6,2,8
266,192,7,2,9
267,188,4,8,6
268,198,6,8,8
269,207,5,2,7
270,204,6,2,8
271,206,7,46,9
272,192,8,2,10
273,206,6,8,8
274,185,5,37,7
275,210,7,14,9
276,212,9,25,10
277,207,7,19,9
278,205,4,13,6
279,202,5,2,7
280,211,7,2,9
281,198,5,8,7
282,191,7,3,9
283,188,9,2,11
284,191,8,2,9
285,211,9,8,11
286,201,7,2,9
287,196,6,2,8
288,196,5,7,7
289,199,4,7,6
290,209,4,2,6
291,201,4,2,6
292,200,6,15,8
293,191,4,2,6
294,196,5,9,7
295,195,5,6,7
296,212,10,7,11
297,184,8,15,9
298,204,4,11,6
299,214,7,2,8
300,200,5,2,7
301,202,7,2,9
302,198,5,2,7
303,210,9,10,11
304,212,8,2,10
305,189,5,2,7
306,209,4,7,6
307,188,5,2,7
308,208,6,24,7
309,189,5,44,6
310,211,4,2,6
311,212,7,2,9
312,199,5,2,6
313,194,8,12,9
314,196,4,7,6
315,201,10,2,11
316,205,9,2,11
317,199,9,2,9
318,188,3,2,5
319,193,8,2,10
320,197,4,20,6
321,198,5,6,7
322,187,5,2,7
323,194,7,2,8
324,210,6,2,7
325,188,9,2,11
326,210,10,2,12
327,192,5,8,7
328,203,6,2,8
329,200,10,7,12
330,214,5,2,7
331,189,8,2,10
332,203,4,2,6
333,206,6,2,7
334,200,5,2,6
335,207,5,26,7
336,211,9,7,11
337,197,5,17,7
338,203,5,2,7
339,213,7,2,9
340,210,7,2,9
341,208,8,12,10
342,209,7,12,9
343,202,10,44,10
344,198,8,23,9
345,209,8,22,10
346,190,8,2,10
347,212,6,8,8
348,208,5,2,7
349,209,9,2,11
