,Correction,Forward,Successor,init
0,4,1,2,3
1,2,2,2,4
2,5,1,4,3
3,4,2,8,3
4,3,3,6,3
5,4,1,3,3
6,7,2,4,3
7,4,0,3,3
8,2,1,2,3
9,4,3,4,5
10,4,1,3,3
11,4,1,2,3
12,3,1,3,3
13,5,2,5,3
14,5,2,2,4
15,5,1,3,3
16,6,2,3,4
17,5,1,2,3
18,2,1,2,3
19,4,2,3,4
20,5,3,6,5
21,4,1,2,3
22,4,1,3,3
23,7,1,3,3
24,2,3,5,3
25,5,1,2,3
26,4,1,2,3
27,4,1,2,3
28,4,1,2,3
29,6,4,3,4
30,5,5,6,4
31,5,1,2,3
32,7,3,5,4
33,5,1,3,3
34,5,1,2,3
35,3,1,4,3
36,3,1,4,3
37,3,4,7,4
38,6,2,4,4
39,2,1,4,3
40,5,1,2,3
41,6,2,3,4
42,5,1,3,3
43,4,1,2,3
44,5,1,3,3
45,6,1,6,3
46,3,1,2,3
47,2,1,2,3
48,3,1,2,3
49,6,1,2,3
50,4,2,2,4
51,4,1,2,3
52,5,2,3,4
53,5,1,2,3
54,4,1,2,3
55,5,1,2,3
56,4,1,2,3
57,6,1,2,3
58,4,1,3,3
59,7,1,6,3
60,4,1,6,3
61,2,1,3,3
62,5,1,3,3
63,2,1,2,3
64,4,1,3,3
65,3,1,2,3
66,2,1,5,3
67,6,1,2,3
68,6,1,6,3
69,6,1,3,3
