,Correction,Forward,Successor,init
0,13,2,6,4
1,15,2,2,4
2,17,3,6,4
3,12,3,6,4
4,10,2,3,4
5,3,3,4,4
6,24,3,2,4
7,8,0,4,4
8,14,3,4,4
9,26,2,2,4
10,12,4,5,4
11,12,7,3,4
12,23,2,3,4
13,19,2,6,4
14,31,3,2,4
15,28,2,2,4
16,11,6,3,4
17,14,2,2,4
18,9,2,2,4
19,22,3,4,4
20,6,4,6,4
21,14,2,2,4
22,25,4,3,4
23,13,3,2,4
24,7,2,3,4
25,7,3,2,4
26,20,2,2,4
27,15,3,3,5
28,23,2,2,4
29,18,4,4,4
30,8,2,3,4
31,31,3,2,4
32,3,6,7,6
33,15,5,3,4
34,15,2,2,4
35,23,2,3,4
36,13,3,2,4
37,29,4,4,4
38,26,4,7,4
39,10,2,4,4
40,21,8,2,4
41,13,2,2,4
42,7,2,7,4
43,21,2,3,4
44,18,3,3,5
45,10,6,6,4
46,3,2,3,4
47,12,7,3,4
48,25,7,2,4
49,27,4,4,4
50,16,2,4,4
51,16,3,2,4
52,31,4,3,4
53,27,2,2,4
54,11,2,2,4
55,27,2,2,4
56,21,3,4,4
57,20,2,4,4
58,18,2,6,4
59,24,2,4,4
60,22,2,4,4
61,15,2,2,4
62,15,2,2,4
63,9,3,3,4
64,15,4,3,4
65,21,2,2,4
66,9,2,2,4
67,9,7,2,4
68,20,2,4,4
69,15,2,2,4
70,27,4,4,4
71,19,2,4,4
72,8,2,2,4
73,13,3,4,4
74,16,2,4,4
75,16,2,5,4
76,15,2,2,4
77,7,3,6,4
78,9,2,2,4
79,22,2,3,4
80,9,3,3,4
81,7,2,3,4
82,25,9,10,4
83,29,2,3,4
84,15,2,3,4
85,22,4,4,4
86,25,2,4,4
87,15,2,2,4
88,12,4,5,4
89,21,2,2,4
90,16,2,4,4
91,13,2,2,4
92,8,2,2,4
93,20,4,2,4
94,21,4,4,4
95,7,2,4,4
96,9,2,3,4
97,21,2,2,4
98,27,2,5,4
99,7,4,3,4
100,16,3,2,4
101,7,6,3,4
102,17,3,4,4
103,9,2,2,4
104,13,5,2,4
105,32,3,3,5
106,7,4,10,4
107,19,8,4,4
108,9,2,2,4
109,27,3,3,4
110,19,2,5,4
111,22,3,2,5
112,13,3,2,5
113,16,4,4,4
114,24,2,2,4
115,31,4,2,5
116,25,2,5,4
117,11,2,2,4
118,23,4,2,4
119,23,2,2,4
120,15,2,4,4
121,18,2,3,4
122,16,2,2,4
123,8,3,2,4
124,15,3,2,5
125,19,3,2,4
126,7,4,2,5
127,15,2,2,4
128,13,7,12,4
129,11,2,4,4
130,18,3,4,4
131,21,2,7,4
132,19,2,3,4
133,13,2,2,4
134,13,2,2,4
135,11,5,4,4
136,14,2,2,4
137,32,3,2,4
138,11,4,3,4
139,11,4,2,4
140,26,2,3,4
141,17,2,2,4
142,8,3,7,4
143,14,9,2,4
144,29,4,8,5
145,19,3,3,4
146,15,4,4,4
147,15,2,6,4
148,8,2,2,4
149,13,2,3,4
150,20,3,2,5
151,11,2,4,4
152,22,2,4,4
153,12,1,2,3
154,17,2,8,4
155,23,2,6,4
156,8,6,3,4
157,7,4,6,5
158,9,2,2,4
159,10,5,2,4
160,21,3,8,4
161,21,2,2,4
162,13,4,3,4
163,31,2,2,4
164,31,2,2,4
165,15,2,2,4
166,11,6,2,4
167,21,2,2,4
168,11,3,6,4
169,9,2,3,4
170,9,2,4,4
171,9,2,2,4
172,31,2,2,4
173,11,3,4,4
174,8,2,2,4
175,17,2,2,4
176,11,2,3,4
177,13,2,3,4
178,16,2,3,4
179,24,2,2,4
180,16,2,4,4
181,22,2,5,4
182,14,2,2,4
183,12,3,4,4
184,25,3,2,4
185,11,3,5,4
186,15,2,2,4
187,18,3,11,4
188,8,3,2,4
189,16,3,2,5
190,7,2,7,4
191,9,2,2,4
192,16,2,2,4
193,20,3,2,4
194,24,3,2,5
195,8,2,6,4
196,28,3,2,4
197,13,2,2,4
198,9,2,2,4
199,15,2,2,4
200,28,4,3,4
201,16,2,2,4
202,15,1,4,4
203,30,2,2,4
204,26,2,2,4
205,13,2,2,4
206,23,3,3,4
207,17,2,2,4
208,20,3,2,5
209,9,2,6,4
