,Correction,Forward,Successor,init
0,212,7,6,9
1,209,5,2,7
2,209,5,5,10
3,207,5,2,7
4,197,4,9,6
5,200,8,8,10
6,202,6,11,10
7,218,6,2,8
8,209,6,10,8
9,211,4,5,9
10,197,4,11,6
11,209,5,2,7
12,204,7,2,9
13,206,3,9,5
14,207,6,4,10
15,205,4,9,6
16,199,4,6,6
17,211,6,2,8
18,207,4,2,6
19,205,6,13,8
20,215,7,10,9
21,197,5,2,7
22,211,4,5,9
23,211,7,13,8
24,205,7,12,9
25,197,4,7,6
26,213,4,6,9
27,211,6,2,8
28,206,6,2,8
29,200,7,16,9
30,216,7,3,9
31,215,6,23,8
32,196,8,21,10
33,204,4,5,9
34,207,6,5,11
35,202,7,13,9
36,201,7,6,9
37,208,5,4,9
38,202,5,13,9
39,209,4,2,6
40,207,5,2,6
41,195,8,2,10
42,197,7,35,6
43,212,6,8,7
44,210,5,9,7
45,198,7,2,9
46,200,8,6,10
47,205,9,11,10
48,208,5,9,8
49,204,4,16,6
50,200,8,7,10
51,214,5,2,7
52,196,4,10,6
53,210,4,5,9
54,209,5,2,7
55,206,4,2,6
56,212,3,14,8
57,199,8,11,10
58,201,7,2,9
59,209,6,10,9
60,205,5,22,7
61,203,6,2,7
62,210,5,5,10
63,214,6,2,8
64,212,6,9,7
65,203,5,2,7
66,219,4,2,6
67,200,3,2,5
68,210,5,6,7
69,195,5,3,7
70,207,5,2,7
71,200,7,11,9
72,202,7,2,9
73,194,8,7,7
74,210,5,7,6
75,207,7,10,9
76,203,5,9,7
77,206,5,2,7
78,206,4,2,6
79,207,5,2,7
80,217,9,12,12
81,198,5,6,7
82,203,4,51,8
83,208,4,9,8
84,209,4,2,6
85,211,5,10,9
86,211,4,10,9
87,195,5,2,7
88,198,8,25,10
89,200,8,2,10
90,212,4,17,6
91,202,6,2,8
92,206,4,2,6
93,204,8,9,9
94,206,3,8,5
95,220,5,10,7
96,200,8,2,10
97,202,7,7,8
98,205,5,30,7
99,199,7,16,9
100,208,8,10,10
101,197,6,12,6
102,210,7,18,9
103,206,5,2,6
104,208,4,2,5
105,212,5,9,9
106,217,7,2,9
107,213,7,10,9
108,200,8,6,10
109,205,5,13,7
110,209,6,8,10
111,205,8,3,10
112,196,8,2,10
113,210,9,15,11
114,204,7,14,9
115,213,4,4,8
116,201,5,27,9
117,198,3,2,5
118,203,7,2,9
119,204,7,2,9
120,209,8,9,10
121,211,9,2,11
122,212,5,11,7
123,217,4,2,6
124,208,5,2,7
125,208,6,5,11
126,203,7,2,9
127,199,4,3,6
128,220,6,10,8
129,196,4,19,6
130,203,5,6,7
131,204,8,7,10
132,201,7,11,9
133,193,9,2,11
134,201,7,7,9
135,207,4,27,6
136,212,4,2,6
137,206,5,34,8
138,200,6,16,8
139,198,4,2,6
140,211,6,7,8
141,200,8,2,10
142,216,6,9,8
143,195,4,16,6
