,Correction,Forward,Successor,init
0,2,1,2,3
1,1,1,2,3
2,6,1,4,3
3,2,1,8,3
4,2,1,6,3
5,2,1,3,3
6,8,2,4,3
7,3,1,5,3
8,1,1,2,3
9,5,1,4,3
10,5,1,3,3
11,3,2,2,3
12,4,3,3,5
13,5,4,5,5
14,3,1,2,3
15,6,1,2,3
16,2,2,3,3
17,3,1,2,3
18,2,1,2,3
19,4,3,2,4
20,3,1,6,3
21,4,1,2,3
22,6,2,3,5
23,4,2,3,4
24,1,2,3,3
25,4,1,2,3
26,4,1,3,3
27,2,1,3,3
28,4,1,2,3
29,3,1,3,3
30,4,2,5,3
31,3,2,2,3
32,2,1,6,3
33,6,1,3,3
34,6,1,2,3
35,4,1,3,3
36,3,2,2,3
37,8,1,5,3
38,7,1,4,3
39,3,2,4,4
40,5,1,3,3
41,3,1,2,3
42,4,3,3,5
43,2,1,2,3
44,6,4,8,4
45,3,2,6,3
46,2,1,3,3
47,1,2,2,4
48,8,1,2,3
49,6,1,2,3
50,4,1,3,3
51,2,2,2,4
52,2,2,3,4
53,6,1,2,3
54,4,1,2,3
55,6,1,2,3
56,4,1,2,3
57,3,1,2,3
58,4,1,3,3
59,6,2,7,3
60,4,1,8,3
61,2,1,2,3
62,6,1,3,3
63,3,1,2,3
64,2,2,3,4
