,Correction,Forward,Successor,init
0,202,5,16,7
1,168,5,2,7
2,196,7,2,9
3,163,6,2,8
4,165,5,6,6
5,153,5,8,7
6,189,5,2,7
7,211,5,2,7
8,166,6,9,7
9,199,4,2,6
10,176,5,12,7
11,196,6,2,8
12,176,8,2,10
13,189,5,12,7
14,205,6,2,8
15,183,4,7,6
16,161,5,7,6
17,204,7,2,9
18,185,4,2,6
19,189,7,7,8
20,210,6,7,8
21,176,8,3,10
22,200,6,2,7
23,205,5,10,7
24,168,5,7,7
25,163,7,6,9
26,201,4,2,6
27,203,5,3,7
28,191,5,2,7
29,157,7,15,8
30,211,7,2,9
31,208,7,2,9
32,153,5,25,6
33,191,7,2,9
34,192,4,3,6
35,173,5,7,7
36,156,5,3,7
37,206,6,2,8
38,190,4,6,6
39,186,4,2,6
40,186,6,2,7
41,155,7,2,9
42,169,8,30,7
43,205,8,7,7
44,184,5,8,7
45,157,4,2,6
46,154,5,6,7
47,162,9,7,9
48,201,4,2,6
49,180,6,13,7
50,175,5,6,7
51,208,5,2,6
52,163,5,7,7
53,199,7,2,9
54,194,4,2,6
55,185,4,2,6
56,201,4,6,6
57,157,8,6,9
58,173,6,13,7
59,201,5,7,6
60,193,9,18,10
61,177,4,2,6
62,195,4,2,6
63,209,4,2,6
64,203,7,6,9
65,175,5,2,7
66,211,7,2,9
67,161,8,2,6
68,184,4,8,6
69,156,4,2,6
70,182,6,6,6
71,157,7,14,9
72,163,6,2,8
73,154,4,8,6
74,185,9,16,7
75,164,5,12,7
76,178,6,7,7
77,168,4,5,6
78,183,4,2,6
79,192,4,2,6
80,206,6,6,8
81,163,4,8,6
82,201,9,57,8
83,200,4,6,6
84,196,4,2,6
85,199,5,26,7
86,199,6,6,7
87,155,4,2,6
88,168,7,13,9
89,159,6,2,8
90,208,5,16,7
91,156,5,2,7
92,177,4,2,6
93,192,7,2,9
94,185,7,21,6
95,210,5,8,7
96,162,6,2,8
97,175,5,3,7
98,180,4,21,6
99,161,7,10,8
100,201,6,9,8
101,164,10,8,9
102,183,7,8,8
103,184,4,2,6
104,168,6,2,5
105,210,6,6,8
106,209,5,2,7
107,200,6,6,6
108,161,8,2,9
109,181,4,14,6
110,201,7,2,9
111,188,6,2,8
112,156,7,2,9
113,183,5,16,6
114,187,6,8,8
115,211,6,2,8
116,188,6,18,8
117,167,4,2,6
118,174,5,2,7
119,174,4,2,6
120,200,8,7,9
121,183,8,2,9
122,205,5,2,7
123,210,4,2,6
124,195,5,2,6
125,195,6,2,8
126,163,6,2,7
127,161,4,2,6
128,212,6,8,8
129,165,3,17,5
130,185,5,6,6
131,187,6,13,8
132,189,4,2,6
133,153,7,2,9
134,156,5,2,7
135,166,3,17,5
136,205,5,2,7
137,204,7,14,8
138,154,5,10,7
139,168,5,2,6
140,183,6,7,7
141,176,4,2,6
142,208,6,29,8
143,175,8,13,9
144,206,7,21,9
145,161,4,6,6
146,193,4,22,6
147,194,7,21,9
148,211,8,2,9
149,211,6,8,8
150,161,4,2,6
151,164,4,10,6
152,174,5,10,7
153,165,5,2,7
154,159,4,17,6
155,190,4,15,6
156,155,5,6,6
157,213,5,2,7
158,209,5,2,6
159,207,4,2,6
160,185,5,2,7
161,171,5,2,7
162,203,5,12,7
163,212,6,2,8
164,165,4,2,6
165,196,7,2,9
166,166,7,2,6
167,172,5,2,7
168,163,6,17,8
169,163,4,12,6
170,150,8,23,9
171,162,5,2,7
172,210,6,2,8
173,192,6,16,7
174,210,5,3,7
175,207,4,2,6
176,167,4,10,6
177,167,4,13,6
178,205,6,7,8
179,207,4,2,6
180,162,9,13,9
181,188,7,21,9
182,177,5,2,7
183,168,7,20,9
184,174,6,2,7
185,157,7,2,9
186,181,4,2,6
187,161,6,29,7
188,211,8,7,9
189,187,5,3,6
190,160,7,19,9
191,208,6,2,6
192,168,5,2,6
193,157,5,11,7
194,188,5,2,7
195,210,8,20,9
196,183,5,2,6
197,206,4,2,6
198,163,4,2,6
199,176,4,2,6
200,187,8,16,9
201,164,6,2,8
202,198,1,18,10
203,190,5,2,7
204,200,4,2,6
205,154,7,7,9
206,174,4,9,6
207,196,5,2,6
208,160,5,2,7
209,163,4,2,6
210,187,4,9,6
211,174,5,2,7
212,166,5,27,7
213,203,7,2,9
214,212,7,2,9
215,187,4,8,5
216,196,0,36,9
217,165,4,2,6
218,206,6,2,7
219,157,5,3,7
220,198,6,7,8
221,187,5,2,7
222,211,6,2,8
223,204,5,2,7
224,208,5,7,7
225,188,5,2,7
226,162,6,16,8
227,210,7,2,9
228,183,6,2,8
229,168,8,2,10
230,189,5,2,7
231,156,5,2,7
232,207,7,2,9
233,193,5,2,7
234,205,5,14,5
235,157,8,17,7
236,173,5,2,7
237,169,4,2,6
238,209,7,9,8
239,187,4,9,6
240,206,7,2,9
241,191,7,14,9
242,197,5,13,6
243,176,6,2,6
244,154,7,2,9
245,208,4,2,6
246,157,7,9,9
247,163,4,2,6
248,160,4,6,6
249,197,5,18,7
250,156,4,10,6
251,194,7,2,9
252,189,5,10,6
253,209,7,2,9
254,209,9,20,8
255,163,4,2,6
256,200,6,2,8
257,165,5,2,7
258,192,4,2,6
259,212,6,2,8
260,209,6,7,7
261,163,6,9,8
262,189,5,2,7
263,207,5,16,6
264,195,7,12,9
265,157,5,7,7
266,162,6,2,8
267,165,5,7,6
268,188,8,6,9
269,193,5,2,7
270,203,4,2,6
271,202,5,34,7
272,163,5,2,7
273,203,5,7,7
274,161,4,34,6
275,205,6,13,8
276,212,8,25,9
277,190,8,49,9
278,200,6,12,7
279,186,7,2,9
280,210,6,2,8
281,187,5,6,7
282,176,5,2,7
283,174,5,2,7
284,163,7,2,9
285,210,7,7,9
286,202,6,2,8
287,164,4,2,6
288,163,5,8,7
289,188,4,6,6
290,202,4,2,6
291,190,4,2,6
292,181,6,14,8
293,182,4,2,6
294,185,5,7,7
295,175,5,6,7
296,208,5,11,6
297,170,6,13,7
298,196,4,9,6
299,213,7,2,9
300,189,4,2,6
301,203,6,2,7
302,170,5,2,7
303,209,8,7,10
304,212,7,2,9
305,158,6,2,8
306,207,3,6,5
307,167,7,2,9
308,206,6,22,6
309,179,7,33,7
