,Correction,Forward,Successor,init
0,7,1,3,3
1,4,1,3,3
2,6,1,4,3
3,5,1,8,3
4,5,4,6,3
5,4,1,3,3
6,8,2,5,3
7,7,1,6,4
8,4,1,2,3
9,6,1,2,3
10,7,3,2,4
11,7,1,3,3
12,6,2,2,4
13,9,1,5,3
14,7,1,2,3
15,9,1,2,3
16,5,2,3,3
17,5,1,3,3
18,5,2,2,4
19,8,3,2,4
20,6,2,7,4
21,8,3,3,5
22,6,1,2,3
23,7,1,3,3
24,5,3,3,4
25,6,1,2,3
26,6,1,2,3
27,7,1,2,3
28,8,1,2,3
29,6,3,3,4
30,7,2,5,3
31,7,2,2,4
32,2,2,6,3
33,7,1,3,3
34,6,1,4,3
35,6,1,3,3
36,4,3,2,3
37,7,1,5,3
38,8,1,3,3
39,5,1,4,3
40,9,2,2,4
41,4,1,2,3
42,6,1,4,3
43,7,2,2,4
44,9,1,7,3
45,4,2,6,3
46,4,1,2,3
47,4,1,2,3
48,7,1,2,3
49,9,1,2,3
50,4,1,5,3
51,7,1,2,3
52,5,1,3,3
53,6,1,2,3
54,8,2,2,4
55,9,1,2,3
56,9,1,5,3
57,4,3,2,5
58,4,1,2,3
59,7,1,6,3
