,Correction,Forward,Successor,init
0,199,7,15,9
1,187,4,2,6
2,195,6,3,9
3,183,8,2,10
4,178,5,7,6
5,180,5,9,7
6,187,7,2,9
7,207,4,2,6
8,185,7,10,7
9,198,4,2,6
10,175,8,12,10
11,201,5,2,7
12,182,5,2,7
13,195,5,10,7
14,198,7,2,9
15,192,4,6,6
16,181,4,7,6
17,197,5,2,7
18,188,5,2,7
19,194,8,6,9
20,202,7,6,9
21,176,9,2,10
22,198,5,2,6
23,198,4,9,6
24,184,8,14,9
25,177,8,7,10
26,199,4,2,6
27,201,8,2,10
28,195,5,2,7
29,179,6,12,8
30,205,8,2,9
31,202,7,2,9
32,175,6,28,7
33,189,4,2,6
34,193,5,2,7
35,179,4,7,6
36,179,6,7,8
37,199,8,2,10
38,189,4,7,6
39,189,5,2,7
40,194,4,2,6
41,175,7,2,9
42,178,7,35,6
43,201,5,7,7
44,194,7,8,9
45,178,5,2,7
46,180,4,6,6
47,181,10,12,10
48,193,4,2,6
49,190,6,15,7
50,177,7,7,9
51,203,6,2,8
52,178,5,8,7
53,197,5,2,7
54,196,6,2,8
55,193,4,2,6
56,199,4,7,6
57,178,7,6,9
58,178,6,2,8
59,193,5,9,6
60,194,9,22,10
61,183,6,2,8
62,196,4,2,6
63,201,5,3,8
64,201,6,6,8
65,181,7,2,9
66,207,8,2,10
67,182,6,2,6
68,194,5,6,7
69,176,3,2,5
70,192,6,10,7
71,179,6,16,8
72,183,4,2,6
73,174,6,10,7
74,192,6,14,7
75,183,7,12,9
76,183,6,9,8
77,184,5,7,7
78,186,4,2,6
79,195,7,2,8
80,199,6,7,8
81,177,4,9,6
82,192,6,61,7
83,192,3,7,5
84,200,6,2,8
85,191,5,32,7
86,196,6,6,6
87,175,3,2,5
88,178,7,15,9
89,180,6,2,8
90,201,5,16,7
91,181,4,2,6
92,184,5,2,7
93,187,8,2,9
94,190,5,21,6
95,208,6,9,8
96,180,8,2,9
97,182,8,2,10
98,192,6,21,8
99,180,4,12,6
100,198,8,9,10
101,177,5,11,6
102,194,8,8,9
103,187,4,2,6
104,187,5,2,6
105,200,5,7,7
106,203,6,2,8
107,198,6,8,7
108,182,8,7,10
109,190,5,10,7
110,192,8,6,10
111,193,8,2,10
112,176,7,2,9
113,191,7,17,9
114,193,7,8,9
115,201,5,2,7
116,186,5,21,7
117,179,4,2,6
118,179,4,2,6
119,180,4,2,6
120,198,8,7,10
121,192,8,2,10
122,201,6,3,8
123,206,4,2,6
124,199,6,2,7
125,194,7,2,9
126,184,7,2,9
127,181,5,2,7
128,204,6,10,8
129,177,4,19,6
130,184,5,6,7
131,193,8,10,10
132,187,5,9,7
133,173,8,2,10
134,180,4,2,6
135,186,4,21,6
136,198,5,2,7
137,197,7,17,9
138,180,5,12,7
139,179,4,2,6
140,194,5,6,7
141,177,7,2,9
142,200,7,25,8
143,175,5,13,5
144,198,9,33,10
145,181,5,6,7
146,200,5,19,7
147,193,9,23,10
148,205,8,2,9
149,203,6,11,8
150,181,5,2,7
151,176,6,11,7
152,183,4,10,6
153,184,8,2,10
154,179,5,21,7
155,190,4,20,6
156,176,4,8,6
157,209,7,2,9
158,205,5,2,6
159,200,4,2,6
160,184,6,2,8
161,177,7,2,9
162,196,5,19,7
163,202,6,2,8
164,179,4,2,6
165,194,8,15,10
166,178,7,2,7
167,178,7,2,9
168,180,8,23,9
169,179,9,12,10
170,171,4,31,6
171,182,8,2,9
172,200,6,2,8
173,197,6,19,8
174,208,5,2,7
175,202,5,2,7
176,184,4,11,6
177,187,5,10,7
178,201,5,9,7
179,202,5,2,7
180,183,6,14,7
181,184,6,21,8
182,176,5,2,7
183,178,9,19,11
184,177,6,2,6
185,178,7,2,9
186,184,5,2,7
187,179,7,33,7
188,207,8,6,10
189,193,6,2,7
190,180,7,22,9
191,203,4,2,6
192,187,5,2,7
193,178,5,20,7
