,Correction,Forward,Successor,init
0,65,4,9,5
1,67,2,2,4
2,81,4,2,5
3,72,3,2,5
4,85,5,5,5
5,79,5,5,5
6,77,4,2,5
7,54,3,2,5
8,63,5,8,5
9,95,3,2,5
10,92,3,8,5
11,83,3,2,5
12,101,3,2,5
13,72,4,8,5
14,85,3,3,5
15,79,3,2,5
16,71,12,5,5
17,61,2,2,4
18,74,2,2,4
19,74,4,5,4
20,54,2,5,4
21,93,3,2,5
22,92,4,2,5
23,60,4,3,5
24,46,3,5,5
25,90,3,2,4
26,87,3,2,5
27,81,2,2,4
28,75,2,2,4
29,71,5,5,5
30,57,3,2,5
31,84,3,2,5
32,74,6,13,5
33,76,4,3,4
34,74,3,2,5
35,104,3,3,5
36,82,4,2,5
37,81,5,7,5
38,78,2,5,4
39,73,3,5,5
40,74,8,2,5
41,80,2,2,4
42,95,7,10,5
43,70,4,5,5
44,70,2,5,4
45,84,4,2,6
46,80,3,4,5
47,61,9,6,5
48,90,9,2,5
49,77,8,5,5
50,90,3,5,5
51,70,4,2,5
52,86,5,5,4
53,93,3,2,5
54,75,2,2,4
55,79,3,2,5
56,85,3,5,4
57,72,3,5,5
58,94,4,9,5
59,86,6,5,5
60,84,4,10,5
61,72,3,2,5
62,74,2,2,4
63,55,6,2,4
64,70,4,3,5
65,85,3,2,5
66,59,2,2,4
67,69,11,2,5
68,71,3,6,5
69,84,3,2,5
70,77,6,5,5
71,72,3,4,5
72,49,4,2,4
73,82,6,6,5
74,64,13,7,5
75,71,3,8,5
76,72,3,3,5
77,47,3,5,5
78,74,3,2,5
79,75,2,2,4
80,57,6,2,5
81,90,3,5,5
82,81,6,13,5
83,95,3,5,5
84,78,2,5,4
85,86,3,10,5
86,92,6,5,6
87,84,4,2,5
88,78,4,11,4
89,74,3,2,5
90,67,4,8,5
91,82,2,2,4
92,102,2,2,4
93,94,9,2,5
94,74,8,4,6
95,52,3,7,4
96,65,5,2,5
97,72,4,2,5
98,69,3,12,4
99,48,6,6,5
100,81,4,2,5
101,90,10,5,5
102,69,4,3,5
103,74,3,2,5
104,64,5,2,4
105,86,2,5,4
106,53,3,2,5
107,86,9,5,5
108,67,5,2,5
109,78,4,6,5
110,84,6,17,5
111,76,3,2,5
112,80,2,2,4
113,65,4,5,5
114,76,2,5,4
115,86,3,2,4
116,75,5,7,6
117,77,2,2,4
118,104,3,2,4
119,104,2,2,4
120,80,3,4,4
121,67,3,5,5
122,71,3,2,5
123,65,4,2,5
124,79,3,2,5
125,81,3,2,5
126,47,5,2,5
127,81,2,2,4
128,65,3,3,5
129,75,3,9,5
130,92,5,5,5
131,74,2,8,4
132,94,3,2,5
133,80,2,2,4
134,82,3,2,5
135,62,8,4,5
136,61,2,2,4
137,84,5,5,5
138,79,5,5,5
139,98,5,2,5
140,71,2,5,4
141,91,2,2,4
142,52,4,17,5
143,85,15,5,4
144,82,3,8,5
145,78,3,3,4
146,77,5,8,5
147,73,3,8,5
148,55,4,2,4
149,61,3,5,5
150,79,3,2,5
151,85,2,5,4
152,100,2,5,4
153,73,2,2,4
154,75,3,12,5
155,89,4,6,5
156,73,7,5,5
157,54,9,12,5
158,66,4,2,4
159,59,6,5,6
160,93,7,17,5
161,87,2,2,4
162,54,5,5,5
163,86,2,2,4
164,88,2,2,4
165,74,4,2,6
166,77,12,2,4
167,87,2,2,4
168,72,3,7,5
169,74,2,8,4
170,72,3,10,5
171,67,3,2,5
172,87,3,2,5
173,72,3,11,4
174,54,2,2,4
175,71,3,2,5
176,56,3,4,5
177,64,3,6,5
178,70,3,5,5
179,73,2,2,4
180,63,2,8,4
181,90,3,11,5
182,93,2,3,4
183,76,4,9,5
184,105,2,2,4
185,78,4,2,4
186,74,3,2,5
187,70,6,13,4
188,57,4,5,5
189,76,4,2,5
190,64,3,11,5
191,68,8,2,5
192,67,3,2,5
193,70,6,8,4
194,78,2,2,4
195,54,3,8,5
196,79,5,2,5
197,62,4,2,5
198,90,3,3,5
199,72,3,2,5
200,82,5,5,5
201,73,2,2,4
202,81,0,6,5
203,79,3,2,5
204,93,3,2,5
205,80,3,2,5
206,99,6,5,4
207,80,3,2,5
208,79,4,2,5
209,78,2,2,4
210,74,4,5,6
211,105,2,2,4
212,51,3,9,5
213,88,3,2,5
214,62,3,2,5
215,74,7,6,5
216,83,1,14,5
217,47,3,2,5
218,61,2,2,4
219,76,4,2,5
220,92,2,4,4
221,95,3,2,5
222,64,3,2,4
223,81,2,2,4
224,51,4,5,5
225,79,7,3,5
226,71,4,4,5
227,56,4,5,6
228,70,2,2,4
229,79,2,2,4
230,79,3,2,5
231,82,2,2,4
232,84,3,2,5
233,75,2,2,4
234,81,12,6,6
235,74,3,11,4
236,86,4,2,5
237,52,3,2,5
238,52,5,4,5
239,92,3,8,5
240,84,3,2,5
241,91,4,8,5
242,78,6,5,4
243,91,8,2,5
244,80,2,2,4
245,90,5,2,4
246,76,3,8,4
247,91,4,2,5
248,77,4,5,5
249,90,3,9,5
250,75,11,6,5
251,74,3,2,5
252,76,3,8,4
253,83,4,2,5
254,59,7,16,5
255,81,3,2,5
256,82,2,2,4
257,73,3,2,5
258,74,5,2,5
259,62,4,2,4
260,53,3,4,5
261,71,2,5,4
262,77,4,2,5
263,81,4,11,4
264,78,4,7,5
265,75,2,5,4
266,51,3,2,5
267,84,3,5,4
268,89,6,5,5
269,74,3,2,5
270,71,3,2,5
271,48,6,12,5
272,77,2,2,4
273,55,2,4,4
274,80,3,9,5
