,Correction,Forward,Successor,init
0,1,2,3,3
1,2,2,2,4
2,5,1,4,3
3,1,3,5,4
4,1,1,3,3
5,2,1,3,3
6,4,1,4,3
7,1,0,3,3
8,2,1,2,3
9,4,2,2,4
10,4,2,3,3
11,3,1,3,3
12,5,1,3,3
13,3,1,4,3
14,4,1,2,3
15,3,1,2,3
16,4,1,4,3
17,2,1,3,3
18,3,1,2,3
19,3,1,3,3
20,2,1,5,3
21,4,1,3,3
22,4,1,4,3
23,2,1,2,3
24,2,1,3,3
25,4,1,2,3
26,3,1,2,3
27,2,1,3,3
28,3,1,2,3
29,5,1,2,3
30,4,2,10,3
31,4,1,3,3
32,2,1,5,3
33,3,1,3,3
34,3,1,2,3
35,5,1,3,3
36,3,2,2,4
37,1,4,4,3
38,4,1,4,3
39,3,1,3,3
40,3,1,2,3
41,6,1,2,3
42,4,1,4,3
43,1,2,2,4
44,4,2,3,4
45,6,2,7,3
46,2,1,3,3
47,2,1,3,3
48,2,2,2,4
49,3,1,2,3
50,6,1,3,3
51,1,2,2,4
52,1,1,3,3
53,5,1,2,3
54,3,1,3,3
55,3,1,2,3
56,3,1,2,3
57,6,1,2,3
58,5,3,4,4
59,2,2,3,4
60,5,1,8,3
61,3,1,2,3
62,5,1,4,3
63,1,1,2,3
64,1,2,3,4
65,3,1,2,3
66,1,2,4,3
67,4,1,2,3
68,3,2,4,3
69,4,1,3,3
70,1,3,2,4
71,5,2,5,3
72,1,1,3,3
73,5,1,3,3
74,3,1,3,3
75,1,2,9,3
76,3,1,2,3
77,2,1,4,3
78,3,1,2,3
79,3,1,2,3
80,2,2,3,4
81,3,2,3,3
82,2,2,6,3
83,2,2,3,4
84,4,1,3,3
85,2,1,3,3
86,3,1,4,3
87,5,1,2,3
88,3,1,5,3
89,5,1,3,3
90,1,1,4,3
91,2,2,3,3
92,4,1,3,3
93,4,1,5,3
94,2,1,3,3
95,1,1,2,3
96,4,2,2,4
97,3,1,2,3
98,2,3,4,3
99,2,3,2,3
100,3,1,2,3
101,4,1,2,3
102,4,2,3,4
103,3,1,2,3
104,2,1,2,3
105,1,1,2,3
106,3,2,7,3
107,3,1,3,3
108,4,1,2,3
109,3,1,3,3
110,2,2,4,3
111,4,1,4,3
112,6,1,3,3
113,4,1,3,3
114,4,1,2,3
