,Correction,Forward,Successor,init
0,65,3,10,5
1,74,2,2,4
2,69,4,8,5
3,67,2,2,4
4,88,5,5,5
5,75,4,5,5
6,85,4,2,5
7,62,0,5,5
8,71,4,8,5
9,83,3,2,5
10,83,6,4,5
11,74,10,5,6
12,82,4,2,6
13,68,3,8,5
14,85,4,2,5
15,88,3,2,5
16,65,12,5,5
17,66,2,2,4
18,86,2,2,4
19,73,3,6,4
20,58,7,8,5
21,86,3,3,5
22,82,4,3,5
23,65,4,2,5
24,61,3,5,5
25,78,3,2,4
26,75,3,2,5
27,76,2,2,4
28,74,2,2,4
29,72,5,5,5
30,58,3,2,5
31,84,4,2,5
32,63,6,13,5
33,82,7,2,5
34,82,3,2,5
35,97,3,4,5
36,78,4,2,5
37,82,4,8,5
38,83,5,11,5
39,86,3,2,5
40,80,11,2,5
41,66,2,3,4
42,77,5,12,5
43,66,6,5,6
44,78,2,5,4
45,65,12,6,5
46,76,3,5,5
47,67,8,5,5
48,84,10,2,5
49,87,6,5,5
50,88,4,5,6
51,68,4,2,5
52,90,4,5,4
53,83,3,2,5
54,74,2,2,4
55,88,3,2,5
56,74,3,2,4
57,74,3,5,5
58,91,4,7,5
59,81,5,5,5
60,76,3,5,5
61,87,3,2,5
62,82,2,2,4
63,64,4,2,4
64,69,3,3,4
65,88,3,2,5
66,65,2,2,4
67,64,8,2,5
68,79,3,5,5
69,74,3,2,5
70,84,7,6,5
71,72,3,5,5
72,62,5,2,6
73,72,5,5,5
74,76,13,6,5
75,66,3,8,5
76,86,4,2,5
77,62,3,5,5
78,86,3,2,5
79,74,2,2,4
80,58,7,2,5
81,78,3,3,5
82,77,7,15,5
83,90,3,5,5
84,78,2,5,4
85,82,3,10,5
86,82,3,5,5
87,74,3,2,5
88,79,5,11,5
89,75,2,2,4
90,65,4,8,5
91,78,2,2,4
92,83,2,2,4
93,84,5,5,5
94,71,6,4,5
95,62,3,3,5
96,65,3,2,5
97,87,4,2,5
98,84,2,11,4
99,60,6,7,5
100,76,3,2,4
101,78,9,5,5
102,78,4,3,5
103,86,3,2,5
104,73,5,2,4
105,85,2,5,4
106,53,5,18,5
107,74,11,5,5
108,63,4,2,5
109,85,5,6,5
110,81,7,9,6
111,73,2,2,4
112,65,3,2,4
113,77,5,5,5
114,73,3,5,5
115,85,3,2,4
116,85,3,7,5
117,79,2,2,4
118,99,4,2,5
119,98,2,3,4
120,75,2,5,4
121,78,3,6,5
122,70,3,2,5
123,62,4,3,5
124,79,3,2,5
125,85,3,2,5
126,60,5,2,5
127,75,2,2,4
128,61,9,18,5
129,79,3,8,5
130,82,4,5,5
131,71,2,7,4
132,82,3,5,5
133,67,2,2,4
134,78,4,2,6
135,71,9,4,5
136,66,2,2,4
137,86,3,2,4
138,75,6,5,5
139,84,4,2,4
140,87,2,5,4
141,88,2,2,4
142,59,4,14,5
143,87,14,2,5
144,83,3,10,5
145,71,2,3,4
146,77,6,5,5
147,80,3,9,5
148,58,2,2,4
149,64,3,5,5
150,71,3,3,5
151,86,3,8,4
152,81,3,4,5
153,74,2,2,4
154,69,3,11,5
155,78,3,7,5
156,62,8,5,6
157,60,7,11,5
158,64,5,2,5
159,61,5,5,5
160,85,7,14,6
161,89,2,2,4
162,59,5,5,5
163,85,2,2,4
164,91,2,2,4
165,82,3,2,5
166,79,12,3,4
167,88,4,2,5
168,72,2,7,4
169,78,3,5,5
170,61,3,12,5
171,63,3,2,5
172,86,3,2,5
173,73,3,8,4
174,62,2,2,4
175,69,3,2,5
176,66,2,3,4
177,72,3,5,5
178,68,4,5,5
179,70,3,2,5
180,72,2,5,4
181,82,5,12,7
182,87,2,2,4
183,80,4,6,5
184,100,3,2,4
185,61,4,7,4
186,86,3,2,5
187,75,3,18,4
188,62,4,5,5
189,87,3,2,5
190,62,3,11,5
191,66,7,2,5
192,77,3,2,5
193,72,4,2,4
194,75,2,2,4
195,57,3,7,5
196,88,4,2,5
197,64,4,2,5
198,79,3,3,5
199,87,3,2,5
200,89,5,5,5
201,68,3,3,5
202,76,0,5,5
203,88,3,2,5
204,83,2,2,4
205,67,3,2,5
206,95,4,5,4
207,79,4,2,5
208,72,3,2,5
209,74,6,11,6
210,85,3,6,5
211,100,2,2,4
212,63,4,9,5
213,83,4,2,6
214,66,2,2,4
215,86,6,5,5
216,72,0,11,5
217,60,3,2,5
218,66,2,2,4
219,72,5,5,5
220,82,2,3,4
221,83,3,2,5
222,64,4,2,5
223,76,2,2,4
224,58,5,5,5
225,88,5,3,5
226,64,4,8,5
227,57,3,5,5
228,79,2,2,4
229,82,2,2,4
