,Correction,Forward,Successor,init
0,205,5,16,7
1,195,5,2,7
2,206,6,3,9
3,191,6,2,8
4,187,4,7,6
5,185,8,8,10
6,197,6,3,8
7,213,4,2,6
8,193,7,10,7
9,208,4,2,6
10,183,6,12,8
11,203,6,2,8
12,191,8,2,10
13,199,6,10,8
14,202,6,2,8
15,197,4,7,6
16,189,4,6,6
17,205,6,2,8
18,196,8,2,10
19,197,8,6,9
20,212,9,6,11
21,183,9,2,11
22,209,6,3,8
23,206,6,11,8
24,191,10,13,11
25,185,4,6,6
26,210,4,3,7
27,205,7,2,9
28,198,5,2,7
29,187,4,12,6
30,211,5,2,7
31,206,8,2,10
32,180,5,23,7
33,199,4,2,6
34,203,6,2,8
35,189,5,7,6
36,185,5,6,7
37,203,6,2,8
38,198,5,8,6
39,197,4,2,6
40,199,6,2,6
41,183,7,2,9
42,187,8,33,6
43,207,5,7,7
44,199,5,6,7
45,183,4,2,6
46,185,5,6,6
47,189,7,11,7
48,203,5,2,6
49,195,4,15,6
50,184,5,6,7
51,210,5,2,7
52,187,5,7,6
53,208,4,3,6
54,201,5,2,7
55,198,4,2,6
56,209,4,10,6
57,187,8,10,10
58,184,7,2,8
59,204,5,7,6
60,201,9,19,10
61,191,5,2,7
62,206,5,2,7
63,210,9,2,11
64,206,7,7,8
65,189,5,2,7
66,215,4,2,6
67,188,7,2,6
68,200,6,7,8
69,181,4,2,6
70,196,5,12,6
71,187,5,12,7
72,189,6,2,8
73,179,7,8,7
74,199,8,14,6
75,191,7,10,9
76,191,4,9,6
77,191,4,6,6
78,194,4,2,6
79,199,5,2,7
80,208,5,10,7
81,185,6,8,7
82,197,5,50,6
83,202,4,6,6
84,202,5,2,7
85,206,5,9,7
86,208,5,6,6
87,180,4,2,6
88,187,7,13,9
89,189,5,2,7
90,207,6,15,7
91,187,5,2,7
92,194,4,2,6
93,199,9,2,9
94,195,5,23,6
95,214,8,9,10
96,189,5,2,7
97,189,6,2,7
98,197,6,21,8
99,187,6,10,7
100,203,7,8,9
101,185,7,10,6
102,200,7,7,9
103,195,4,2,6
104,194,4,2,5
105,208,4,6,6
106,212,5,3,7
107,209,6,7,6
108,188,8,6,10
