,Correction,Forward,Successor,init
0,97,3,10,5
1,92,2,2,4
2,92,4,8,5
3,97,3,2,5
4,112,4,5,5
5,91,3,5,4
6,94,6,2,7
7,96,1,5,6
8,90,6,8,7
9,100,4,4,6
10,91,6,6,6
11,98,8,5,5
12,101,3,2,5
13,94,4,8,6
14,100,4,2,5
15,102,3,2,5
16,91,10,5,5
17,97,2,2,4
18,106,3,2,5
19,96,3,5,4
20,90,5,8,5
21,95,3,2,5
22,101,4,4,5
23,96,4,2,5
24,82,3,5,5
25,94,3,2,4
26,93,3,2,5
27,99,2,2,4
28,97,2,2,4
29,97,5,5,5
30,89,2,2,4
31,102,4,2,5
32,86,6,15,5
33,90,9,2,5
34,90,3,2,5
35,102,4,4,5
36,95,4,2,5
37,97,4,8,5
38,93,5,11,5
39,106,3,2,5
40,96,9,2,5
41,90,3,2,5
42,96,5,13,5
43,99,4,6,5
44,92,3,6,5
45,87,12,7,5
46,92,4,5,5
47,86,8,5,5
48,100,9,2,5
49,101,6,5,5
50,94,3,5,5
51,101,4,2,5
52,112,5,5,4
53,103,3,2,5
54,97,2,2,4
55,102,3,2,5
56,91,4,2,4
57,98,3,5,5
58,95,4,9,5
59,95,6,6,5
60,92,4,7,5
61,107,3,2,5
62,90,2,2,4
63,93,5,3,4
64,100,3,4,4
65,108,3,2,5
66,96,2,2,4
67,90,8,2,5
68,94,3,5,5
69,97,3,2,5
70,98,6,5,5
71,97,3,5,5
72,85,3,2,4
73,96,4,5,5
74,95,13,7,5
75,96,4,8,6
76,106,3,3,5
77,84,3,5,5
78,106,3,2,5
79,97,2,2,4
80,89,6,3,5
81,93,3,4,5
82,92,6,19,5
83,105,3,6,5
84,102,2,5,4
85,94,3,12,5
86,99,3,5,5
87,97,4,2,5
88,99,5,11,5
89,99,2,2,4
90,98,4,8,5
91,95,2,2,4
92,102,2,2,4
93,94,5,8,5
94,94,6,7,5
95,93,4,4,5
96,88,3,3,5
97,107,5,2,6
98,98,4,12,6
99,83,6,7,5
100,99,4,2,5
101,94,8,5,5
102,93,3,4,4
103,106,3,2,5
104,91,5,3,4
105,100,2,5,4
106,85,6,19,5
107,91,10,5,5
108,89,4,2,5
109,100,4,7,5
110,93,6,10,5
111,96,2,2,4
112,90,2,2,4
113,92,5,8,5
114,96,3,5,5
115,100,3,2,4
116,91,3,9,5
117,105,2,2,4
118,104,4,2,5
119,104,2,2,4
120,98,3,5,4
121,94,3,5,5
122,101,3,2,5
123,95,4,2,5
124,103,3,2,5
125,94,3,2,5
126,83,5,2,5
127,99,2,2,4
128,78,10,23,5
129,102,4,8,5
130,95,4,5,5
131,94,2,8,4
132,95,4,5,5
133,90,2,2,4
134,95,3,2,5
135,90,8,6,5
136,97,2,2,4
137,101,3,3,4
138,92,5,5,5
139,100,4,2,4
140,99,2,5,4
141,95,2,3,4
142,91,5,14,5
143,96,13,2,5
144,98,3,12,5
145,97,2,4,4
146,99,6,8,5
147,88,3,13,5
148,89,4,2,6
149,90,3,5,5
150,97,3,2,5
151,111,3,8,4
152,101,3,5,5
153,104,2,2,4
154,94,4,11,5
155,92,4,11,6
156,85,7,5,5
157,90,6,15,5
158,96,5,2,5
159,92,5,5,5
160,94,8,14,5
161,109,2,2,4
162,90,5,5,5
163,100,3,2,5
164,113,3,2,5
165,90,3,2,5
166,105,12,2,4
167,108,4,2,5
168,100,2,10,4
169,94,3,5,5
170,84,4,11,5
171,88,3,3,5
172,101,3,2,5
173,96,4,8,5
174,95,2,3,4
175,102,3,2,5
176,86,2,4,4
177,90,3,5,5
178,101,3,5,5
179,102,2,2,4
180,91,4,5,6
181,91,4,12,5
182,95,2,3,4
183,102,4,9,5
184,105,3,2,5
185,86,6,8,6
186,106,3,2,5
187,97,5,25,4
188,94,4,5,5
189,107,3,2,5
190,85,3,11,5
191,98,7,2,5
192,97,3,2,5
193,97,4,2,4
194,98,2,2,4
195,85,3,10,5
196,102,4,2,5
197,95,4,2,5
198,95,3,2,5
199,107,3,2,5
200,96,4,5,5
201,97,3,2,5
202,99,0,8,5
203,96,3,2,5
204,100,2,2,4
205,90,4,2,6
206,100,4,5,4
207,104,3,2,5
208,97,3,2,5
209,91,4,11,5
210,106,3,5,5
211,105,2,2,4
212,84,4,10,5
213,98,3,2,5
214,97,2,2,4
215,106,7,5,5
216,90,1,11,6
217,83,3,2,5
218,97,2,2,4
219,97,6,6,6
220,102,2,4,4
221,96,3,2,5
222,91,4,2,5
223,99,3,2,5
224,90,5,6,5
225,96,5,2,5
226,93,4,10,5
227,88,3,5,5
228,95,2,2,4
229,105,2,2,4
230,96,4,2,6
231,95,3,2,5
232,103,3,2,5
233,97,2,2,4
234,100,6,7,4
