,Correction,Forward,Successor,init
0,179,6,16,8
1,178,4,2,6
2,175,5,3,8
3,176,7,2,9
4,170,5,7,7
5,174,8,8,10
6,165,5,3,8
7,186,5,3,8
8,177,5,9,6
9,175,4,3,7
10,167,7,11,9
11,181,4,2,6
12,177,5,2,7
13,178,4,10,6
14,179,6,2,8
15,176,4,7,6
16,178,3,6,5
17,176,4,2,6
18,180,3,2,5
19,178,4,8,6
20,182,4,7,6
21,168,8,2,9
22,176,4,3,7
23,177,4,11,7
24,180,8,11,10
25,171,7,6,9
26,177,3,3,6
27,180,6,2,8
28,179,4,2,6
29,177,5,12,7
30,185,7,3,9
31,180,7,2,9
32,171,4,24,6
33,169,3,6,6
34,172,7,3,9
35,174,5,7,7
36,172,6,2,7
37,180,7,2,9
38,166,5,6,7
39,181,5,2,7
40,178,5,2,5
41,174,7,2,9
42,172,6,24,6
43,181,4,8,6
44,179,5,8,8
45,174,3,2,5
46,174,5,6,7
47,175,6,6,6
48,177,4,2,6
49,174,5,11,6
50,170,6,7,8
51,182,5,2,7
52,169,5,8,6
53,175,5,3,8
54,182,6,2,8
55,177,5,2,7
56,177,3,7,6
57,176,8,8,10
58,171,6,2,8
59,177,4,6,5
60,171,7,14,9
61,175,4,2,6
62,174,7,3,10
63,181,6,3,9
64,179,6,8,8
65,172,5,2,7
66,185,6,2,8
67,179,5,2,5
68,179,4,7,6
69,172,3,2,5
70,177,5,6,7
71,177,6,14,8
72,179,6,2,8
73,170,4,9,6
74,180,7,13,6
75,176,6,10,8
76,175,5,8,7
77,180,4,6,6
78,178,4,2,6
79,180,5,2,7
80,179,5,6,7
81,171,5,8,7
82,177,6,51,8
83,176,5,6,7
84,182,4,2,6
85,175,4,28,6
86,175,4,6,6
87,171,4,2,6
88,169,7,15,9
89,177,5,2,7
90,181,4,15,6
91,174,6,2,8
92,178,4,2,6
93,169,7,2,9
94,175,4,18,5
95,186,5,9,7
96,177,8,2,9
97,173,4,2,6
98,177,6,20,7
99,176,5,10,7
100,177,6,9,8
101,171,4,9,5
102,179,5,7,7
103,179,4,2,6
104,178,4,2,5
105,182,5,6,7
106,182,4,2,6
107,176,4,7,6
108,179,9,6,11
109,175,4,12,6
110,177,4,2,6
111,177,6,2,8
112,175,7,2,9
113,178,8,14,9
114,176,6,8,8
115,183,5,2,7
116,163,5,16,7
117,172,3,2,5
118,174,5,2,7
119,175,5,2,7
120,177,6,8,8
121,179,7,2,9
122,180,4,2,6
123,185,4,2,6
124,181,5,2,6
125,174,6,3,9
126,180,5,2,7
127,178,3,2,5
128,185,4,8,6
129,170,4,18,5
130,172,5,5,7
131,176,5,13,7
132,172,6,2,8
133,172,7,2,9
134,173,6,2,8
135,177,4,18,5
136,177,4,2,6
137,178,6,14,8
138,174,6,9,8
139,173,4,2,6
140,179,5,6,7
141,170,6,2,8
142,180,6,27,8
143,165,3,13,5
144,178,7,18,9
145,178,6,5,7
146,180,4,23,6
147,173,6,21,9
148,185,7,2,8
149,184,7,7,8
150,178,4,2,6
151,169,4,9,6
152,176,4,9,6
153,177,5,2,7
154,176,4,16,6
155,170,6,15,8
156,174,3,6,5
157,187,5,3,8
158,184,3,2,5
159,179,3,2,5
160,173,6,2,8
161,168,4,2,6
162,175,5,12,7
163,184,5,2,7
164,169,4,2,5
165,174,6,9,9
166,171,6,2,6
167,169,4,2,6
168,174,5,14,7
169,173,7,10,9
170,170,5,25,6
171,179,5,2,6
172,181,6,2,8
173,181,4,19,6
174,187,4,2,6
175,181,5,2,7
176,178,4,12,6
177,177,4,13,6
178,180,4,7,6
179,182,4,2,6
180,175,4,13,6
