,Correction,Forward,Successor,init
0,165,8,17,9
1,167,5,2,7
2,216,8,2,9
3,164,5,2,7
4,151,8,9,9
5,188,5,8,7
6,201,7,2,9
7,174,5,2,7
8,164,8,16,9
9,227,5,2,7
10,216,5,14,7
11,163,6,2,8
12,212,6,2,8
13,153,5,13,7
14,193,6,2,8
15,147,4,2,6
16,174,12,8,9
17,180,5,2,7
18,146,5,2,7
19,153,8,9,9
20,174,6,8,8
21,216,8,2,9
22,226,8,2,9
23,182,5,6,7
24,160,5,7,7
25,199,5,2,7
26,230,5,2,7
27,166,5,2,7
28,155,7,2,9
29,179,5,16,6
30,183,6,2,8
31,188,5,2,7
32,181,8,29,7
33,206,7,2,7
34,208,5,2,7
35,212,5,7,7
36,193,7,2,9
37,194,6,2,8
38,204,6,7,8
39,146,5,9,7
40,148,6,2,6
41,177,5,2,7
42,204,10,25,7
43,168,6,7,7
44,146,7,6,9
45,185,7,2,9
46,190,6,7,8
47,164,10,6,9
48,204,9,2,7
49,145,7,8,7
50,213,7,7,9
51,170,6,2,7
52,152,7,9,7
53,225,8,2,10
54,158,5,2,7
55,148,4,2,6
56,230,6,9,6
57,180,8,9,10
58,209,8,20,9
59,204,7,7,7
60,226,8,19,9
61,142,6,2,8
62,211,5,2,7
63,174,8,2,8
64,165,6,7,7
65,142,5,2,7
66,176,6,2,8
67,169,12,2,9
68,147,5,8,7
69,185,5,2,7
70,146,7,7,7
71,180,6,14,7
72,161,5,2,7
73,186,7,8,8
74,144,8,12,6
75,159,6,12,8
76,141,7,7,9
77,161,5,6,7
78,145,5,2,7
79,156,7,2,9
80,181,8,3,7
81,198,5,9,7
82,193,10,29,8
83,202,5,7,7
84,160,5,7,7
85,200,5,27,7
86,226,8,7,7
87,185,5,3,7
88,140,6,20,7
89,182,5,2,7
90,167,7,17,7
91,193,5,2,7
92,213,5,2,7
93,203,10,2,9
94,147,9,19,6
95,170,7,17,7
96,163,7,2,8
97,142,5,2,7
98,146,7,25,8
99,160,8,12,9
100,165,8,2,9
101,199,10,7,9
102,145,8,7,9
103,145,5,3,7
104,166,8,2,7
105,198,5,8,7
106,178,6,2,8
107,228,11,8,8
108,167,8,3,9
109,145,5,16,7
110,204,5,2,7
111,150,7,2,9
112,177,5,2,7
113,143,9,16,10
114,150,5,7,7
115,199,6,3,8
116,200,5,20,7
117,143,5,2,7
118,213,6,2,8
119,213,5,2,7
120,163,6,8,7
121,143,7,8,9
122,167,5,2,7
123,173,6,2,6
124,160,6,3,8
125,215,6,2,8
126,161,5,2,7
127,179,6,2,8
128,186,6,9,7
129,140,7,18,9
130,222,8,9,9
131,149,7,14,9
132,225,7,2,9
133,177,5,2,7
134,193,7,2,9
135,164,7,12,9
136,181,5,2,7
137,191,8,9,9
138,191,6,7,7
139,203,8,2,9
140,148,6,7,8
141,212,5,2,7
142,169,8,31,8
143,213,14,16,8
144,185,7,24,9
145,178,5,7,7
146,159,5,22,6
147,213,7,25,9
148,181,10,2,9
149,185,5,7,7
150,179,6,2,8
151,151,5,9,7
152,211,5,9,7
153,159,5,2,7
154,178,5,19,7
155,223,9,22,9
156,178,9,7,9
157,176,6,2,7
158,173,5,2,7
159,183,6,7,7
160,221,7,36,7
161,143,5,2,7
162,179,7,7,7
163,200,7,2,9
164,153,5,2,7
165,212,7,2,9
166,143,12,2,7
167,143,5,2,7
168,154,6,20,7
169,196,5,15,7
170,175,7,25,9
171,166,7,3,9
172,198,6,2,8
173,158,6,21,7
174,175,5,2,7
175,169,5,2,7
176,160,5,7,7
177,166,7,11,9
178,167,5,7,7
179,171,4,2,6
180,164,6,12,7
