,Correction,Forward,Successor,init
0,2,1,3,3
1,5,1,3,3
2,6,1,4,3
3,4,2,4,4
4,5,1,3,3
5,6,1,4,3
6,6,1,5,3
7,2,0,3,3
8,4,1,3,3
9,6,1,2,3
10,6,3,3,4
11,1,1,2,3
12,7,1,4,3
13,4,2,5,3
14,4,1,2,3
15,3,1,2,3
16,5,2,3,3
17,4,1,2,3
18,5,1,2,3
19,4,1,2,3
20,4,1,9,3
21,7,1,2,3
22,6,1,3,3
23,4,1,2,3
24,6,1,3,3
25,8,1,2,3
26,6,1,2,3
27,1,2,2,4
28,4,1,2,3
29,6,1,2,3
30,4,3,6,3
31,4,1,2,3
32,3,2,6,3
33,5,1,3,3
34,5,1,2,3
35,7,1,3,3
36,8,1,2,3
37,4,2,4,4
38,6,3,4,5
39,4,1,4,3
40,3,1,2,3
41,6,1,3,3
42,8,2,4,3
43,2,2,2,3
44,3,1,4,3
45,6,1,7,3
46,7,1,4,3
47,4,1,3,3
48,4,1,2,3
49,3,2,2,3
50,7,1,3,3
51,3,1,3,3
52,5,1,3,3
53,6,2,2,4
54,3,1,2,3
55,3,1,2,3
56,6,2,2,4
57,6,1,2,3
58,7,2,3,3
59,3,1,3,3
60,7,2,7,3
61,5,1,3,3
62,6,1,3,3
63,2,2,3,4
64,2,1,3,3
65,6,2,2,4
66,3,1,4,3
67,5,1,2,3
68,4,1,6,3
69,4,1,2,3
70,4,2,2,4
71,5,2,3,3
72,5,2,2,4
73,4,2,3,4
74,4,1,4,3
75,5,1,7,3
76,5,2,2,4
77,6,1,2,3
78,5,1,2,3
79,3,1,3,3
80,4,2,3,4
81,8,1,2,3
82,5,2,6,4
83,4,2,3,3
84,1,3,2,3
85,7,3,8,3
86,6,1,4,3
87,4,1,2,3
88,6,1,5,3
89,6,1,2,3
