,Correction,Forward,Successor,init
0,4,3,3,3
1,2,1,2,4
2,4,1,4,3
3,2,2,8,3
4,4,1,6,3
5,5,1,3,3
6,6,1,5,3
7,4,1,3,4
8,2,2,2,4
9,4,1,5,3
10,4,1,5,3
11,6,1,2,3
12,5,1,3,3
13,7,3,5,3
14,4,2,2,4
15,7,1,2,3
16,3,1,3,3
17,3,1,2,3
18,4,1,2,3
19,7,1,2,3
20,3,1,6,3
21,5,1,2,3
22,4,2,2,4
23,3,2,3,3
24,2,2,4,3
25,4,2,2,3
26,4,1,2,3
27,6,2,2,4
28,7,1,2,3
29,3,1,3,3
30,4,3,5,4
31,4,2,2,4
32,5,2,4,3
33,6,1,2,3
34,6,1,2,3
35,4,1,3,3
36,4,2,2,4
37,3,2,7,3
38,6,1,3,3
39,3,1,5,3
40,7,1,2,3
41,5,1,4,3
42,5,1,3,3
43,3,2,3,4
44,3,1,3,3
45,6,1,6,3
46,4,1,2,3
47,2,2,3,4
48,3,1,2,3
49,7,1,2,3
50,4,1,3,3
51,4,1,3,3
52,2,1,3,3
53,4,1,2,3
54,6,1,3,3
55,7,1,2,3
56,4,1,2,3
57,4,1,3,3
58,4,3,3,3
59,6,2,8,3
60,5,2,6,3
61,4,1,2,3
62,4,3,3,3
63,3,3,3,5
64,3,2,4,4
65,4,1,2,3
66,4,1,3,3
67,3,1,2,3
68,7,1,6,3
69,6,2,2,4
70,7,1,2,3
71,3,2,3,4
72,3,1,2,3
73,6,1,3,3
74,3,1,3,3
