,Correction,Forward,Successor,init
0,2,1,3,3
1,2,1,2,3
2,2,1,4,3
3,3,1,5,3
4,1,1,3,3
5,2,1,3,3
6,2,1,3,3
7,1,0,3,3
8,2,1,2,3
9,1,1,2,3
10,0,2,3,3
11,1,1,4,3
12,1,1,3,3
13,5,1,5,3
14,2,1,3,3
15,4,1,2,3
16,1,1,3,3
17,3,1,2,3
18,1,1,2,3
19,3,1,2,3
20,1,3,5,5
21,1,1,2,3
22,1,1,3,3
23,2,2,2,3
24,2,2,3,3
25,0,1,2,3
26,0,1,2,3
27,1,1,2,3
28,2,1,3,3
29,2,2,2,3
30,4,1,10,3
31,3,1,4,3
32,3,1,5,3
33,1,1,2,3
34,0,2,3,4
35,1,2,3,3
36,0,1,2,3
37,3,1,4,3
38,1,1,4,3
39,3,1,4,3
40,3,1,3,3
41,5,1,2,3
42,2,2,4,3
43,1,3,3,4
44,4,1,3,3
45,5,1,7,3
46,2,1,3,3
47,2,1,3,3
48,3,2,2,4
49,4,1,2,3
50,0,1,3,3
51,2,1,2,3
52,2,2,3,3
53,1,2,2,3
54,2,1,3,3
55,4,1,2,3
56,0,1,2,3
57,3,1,4,3
58,2,1,4,3
59,4,1,3,3
60,1,1,8,3
61,1,1,2,3
62,1,1,4,3
63,1,2,2,3
64,2,1,5,3
65,1,1,2,3
66,2,1,4,3
67,1,1,2,3
68,5,1,4,3
69,3,1,2,3
70,4,1,2,3
71,1,2,5,3
72,1,2,2,4
73,3,1,3,3
74,3,1,3,3
75,3,2,10,3
76,1,1,2,3
77,2,1,4,3
78,1,1,2,3
79,2,1,2,3
80,3,1,3,3
81,0,2,3,4
82,3,1,6,3
83,3,2,3,4
84,2,1,3,3
85,4,1,3,3
86,0,1,4,3
87,3,1,2,3
88,1,1,5,3
89,3,1,2,3
90,3,1,3,3
91,2,1,3,3
92,1,1,2,3
93,3,1,5,3
94,4,3,2,4
95,1,1,2,3
96,1,1,2,3
97,1,2,2,4
98,4,2,4,3
99,1,1,2,3
100,1,1,2,3
101,0,2,3,3
102,3,1,3,3
103,1,1,2,3
104,2,1,2,3
105,3,1,2,3
106,3,1,7,3
107,0,1,3,3
108,1,1,2,3
109,4,3,3,5
110,3,2,5,4
111,3,2,4,3
112,5,2,3,4
113,3,1,3,3
114,3,1,2,3
115,3,1,2,3
116,1,3,4,4
117,1,2,3,4
118,2,1,2,3
119,2,1,2,3
