,Correction,Forward,Successor,init
0,205,7,7,10
1,206,9,3,12
2,208,6,5,11
3,204,9,3,12
4,194,5,11,8
5,201,7,7,10
6,200,6,12,10
7,214,6,3,9
8,204,10,8,12
9,209,6,5,11
10,197,6,11,7
11,202,4,3,7
12,207,8,2,10
13,201,4,13,7
14,205,6,4,9
15,198,4,11,6
16,200,7,6,7
17,206,5,4,8
18,201,4,2,6
19,199,9,14,10
20,211,7,8,9
21,199,5,2,7
22,210,6,4,9
23,210,6,13,8
24,205,7,12,9
25,200,5,7,7
26,213,4,6,9
27,204,8,2,10
28,200,8,2,10
29,201,8,12,10
30,211,5,3,8
31,213,5,4,8
32,194,7,28,8
33,201,4,11,8
34,205,5,4,9
35,205,7,13,9
36,202,8,6,10
37,206,7,3,10
38,200,5,12,9
39,203,5,2,7
40,200,5,2,6
41,197,9,2,11
42,200,11,29,8
43,207,7,9,8
44,206,7,10,9
45,198,4,2,6
46,201,7,6,8
47,202,11,11,11
48,207,4,4,8
49,198,5,18,6
50,200,8,7,10
51,209,5,3,8
52,193,4,10,6
53,210,7,4,11
54,203,6,2,8
55,199,4,2,6
56,212,5,16,10
57,201,8,7,10
58,201,8,2,10
59,208,6,11,9
60,206,9,24,11
61,196,5,2,7
62,208,6,5,11
63,209,7,3,9
64,207,6,9,8
65,195,6,2,8
66,215,6,3,9
67,201,7,2,6
68,206,7,6,9
69,195,4,2,6
70,200,5,15,7
71,200,8,12,9
72,203,8,2,10
73,193,7,8,7
74,205,5,6,6
75,205,8,11,10
76,196,5,10,7
77,206,6,6,8
78,199,4,2,6
79,201,6,2,8
80,210,8,11,11
81,200,5,8,7
82,204,6,63,9
83,206,4,10,8
84,203,6,2,8
85,210,5,11,9
86,208,6,9,9
87,194,5,2,7
88,191,7,27,9
89,202,8,3,10
90,208,6,18,9
91,203,7,2,9
92,208,6,2,8
93,203,8,10,10
94,200,5,10,7
95,215,9,10,11
96,201,8,2,10
97,194,8,7,9
98,200,7,34,9
99,200,9,17,10
100,201,9,10,11
101,200,6,12,6
102,206,8,19,10
103,200,5,2,7
104,205,7,2,6
105,211,6,9,9
106,212,4,3,7
107,212,6,10,9
108,201,9,6,11
109,199,5,16,7
110,209,6,12,10
111,199,9,2,11
112,198,8,2,10
113,205,4,14,6
114,199,5,16,7
115,212,6,4,9
116,197,8,30,10
117,195,4,2,6
118,205,8,2,10
119,206,7,2,9
120,201,9,10,11
121,206,8,2,10
122,207,7,11,9
123,213,5,2,7
124,202,6,2,8
125,207,6,5,11
126,203,8,3,10
127,202,4,2,6
128,210,6,11,9
129,193,4,19,6
130,206,7,7,9
131,199,8,11,10
132,203,8,12,10
133,196,5,2,7
134,202,8,9,10
135,203,5,25,6
136,207,5,3,8
137,204,6,17,10
138,202,8,17,10
139,201,4,2,6
140,206,7,7,9
141,200,8,2,10
142,211,7,12,9
143,197,5,18,6
144,202,7,54,10
145,201,6,6,8
146,201,5,30,7
147,205,8,15,10
148,210,8,12,10
149,210,7,7,10
150,201,6,2,8
151,192,4,11,6
152,207,6,3,8
153,205,7,3,9
154,199,7,18,8
155,203,5,23,7
156,196,5,6,6
157,216,9,2,10
158,212,6,2,8
159,209,4,3,7
160,207,6,2,8
161,192,5,2,7
162,205,5,21,7
163,213,5,4,9
164,194,4,2,6
165,205,7,18,11
166,194,5,2,6
167,193,8,2,10
168,202,8,33,9
169,203,5,12,7
170,193,5,27,7
171,202,9,2,11
172,210,5,4,9
173,200,6,19,8
174,215,9,2,11
175,208,6,2,8
176,205,4,16,6
177,205,5,11,7
178,207,7,9,9
179,208,5,2,7
180,204,9,12,11
181,202,5,5,10
182,198,5,2,7
183,193,5,26,7
184,203,7,8,9
185,200,9,2,11
186,197,5,2,7
187,196,9,29,9
188,215,8,7,10
189,205,4,2,6
190,199,9,17,11
191,210,6,2,8
192,207,4,2,6
193,199,6,24,8
194,201,7,2,9
195,211,7,10,10
196,199,4,2,6
197,208,4,25,7
198,203,5,2,7
199,195,8,2,10
200,194,5,15,8
201,205,8,2,10
202,200,0,28,11
203,199,6,9,10
204,209,4,5,9
205,196,5,6,7
206,205,6,7,8
207,204,6,2,8
208,200,6,2,8
209,204,8,2,10
210,203,5,11,7
211,204,7,2,9
212,210,6,2,8
213,210,6,4,10
214,216,8,2,10
215,204,7,8,7
216,209,0,35,11
217,205,8,2,10
218,208,5,2,7
219,201,7,2,9
220,209,6,11,10
221,204,7,2,9
222,209,6,3,9
223,205,5,2,7
224,211,5,22,8
225,197,6,4,9
226,203,10,19,11
227,210,6,3,9
228,207,8,2,10
229,195,9,2,11
230,198,4,4,8
231,204,7,7,9
232,208,6,3,9
233,202,6,2,8
234,205,6,21,9
235,202,8,18,10
236,193,7,3,9
237,207,6,2,8
238,212,7,9,9
239,203,8,9,10
240,206,6,3,9
241,200,6,22,9
242,203,5,8,6
243,198,9,2,11
244,196,9,3,11
245,206,5,3,8
246,200,8,10,10
247,202,6,2,8
248,201,5,2,7
249,207,7,23,11
250,196,4,16,6
251,207,6,4,10
252,199,5,18,9
253,211,7,3,10
254,208,6,27,9
255,197,5,2,7
256,201,9,2,11
257,206,9,7,11
258,203,5,4,9
259,210,6,3,9
260,213,6,9,9
261,204,8,8,10
262,201,9,2,9
263,205,5,23,8
264,209,5,5,10
265,202,6,4,8
266,201,9,2,11
267,193,5,6,6
268,200,6,11,10
269,206,6,4,10
270,206,7,2,9
271,206,4,51,7
272,204,9,2,11
273,206,4,11,7
274,193,4,44,6
275,208,6,15,9
276,212,7,30,8
277,208,7,20,11
278,206,6,15,9
279,206,9,2,11
280,210,6,2,8
281,203,8,8,10
282,199,8,2,10
283,194,6,2,8
284,204,8,2,10
285,210,7,10,10
286,202,7,2,9
287,204,7,2,9
288,204,5,7,7
289,203,9,8,11
290,209,5,4,9
291,200,4,4,8
292,206,9,18,11
293,198,4,2,6
294,203,4,10,6
295,202,8,6,10
296,214,10,8,11
297,190,7,14,9
298,202,5,7,7
299,211,7,3,10
300,204,9,2,11
301,203,7,2,9
302,209,6,2,8
303,209,8,16,11
304,210,7,4,10
305,201,9,2,11
306,209,4,11,7
307,194,9,2,11
308,206,7,28,9
309,200,7,35,8
310,209,6,3,9
311,211,6,3,9
312,206,5,2,7
313,201,8,12,10
314,203,4,10,6
315,207,8,2,10
316,204,7,5,11
317,200,8,4,9
318,197,4,2,6
319,202,9,2,11
320,208,7,20,8
321,205,5,6,7
322,193,6,2,7
323,202,8,2,10
324,211,6,2,6
325,199,8,2,10
326,210,7,9,10
327,201,8,6,9
328,205,7,2,9
329,200,7,2,9
330,212,4,8,9
331,201,9,2,11
332,202,5,4,9
333,204,7,2,7
334,208,4,2,6
335,206,5,23,9
336,213,7,8,9
337,206,6,12,8
338,207,6,2,8
339,210,8,4,11
340,210,9,3,12
341,206,8,18,11
342,208,6,13,10
343,201,8,48,10
344,198,7,21,11
345,208,8,26,10
346,202,8,2,10
347,210,7,11,10
348,209,4,2,6
349,208,7,4,11
350,202,4,15,6
351,201,5,7,7
352,208,6,2,8
353,196,4,2,6
354,208,8,20,10
355,204,7,14,9
356,202,5,2,7
357,205,5,11,7
358,191,7,2,9
359,200,7,6,9
360,207,7,11,9
361,199,6,11,8
362,198,9,24,11
363,202,9,2,11
364,207,7,2,9
