,Correction,Forward,Successor,init
0,106,4,11,6
1,104,3,2,5
2,100,6,10,6
3,108,2,2,4
4,113,5,6,6
5,105,5,6,6
6,107,5,2,6
7,101,0,8,6
8,100,6,10,6
9,112,4,2,6
10,110,3,10,4
11,113,5,3,7
12,115,5,2,6
13,103,5,10,6
14,112,4,2,6
15,111,4,2,6
16,103,14,6,7
17,102,2,2,4
18,109,2,2,4
19,106,3,7,4
20,100,2,7,4
21,112,4,2,6
22,111,5,2,6
23,101,5,2,6
24,94,4,6,6
25,103,3,3,4
26,103,4,2,6
27,109,2,2,4
28,107,2,2,4
29,107,6,6,6
30,95,3,2,5
31,113,4,2,6
32,99,7,17,6
33,100,9,2,6
34,100,4,2,6
35,117,4,4,6
36,109,6,2,7
37,108,6,9,6
38,106,2,6,4
39,108,4,6,6
40,106,9,2,6
41,101,2,2,4
42,109,8,14,6
43,108,5,6,6
44,100,2,6,4
45,112,4,2,7
46,106,4,6,6
47,99,8,6,6
48,113,10,2,6
49,110,7,6,6
50,108,4,7,6
51,110,5,2,6
52,114,6,6,4
53,112,4,2,6
54,107,2,2,4
55,111,4,2,6
56,101,3,5,4
57,109,4,5,6
58,109,6,10,6
59,108,7,6,6
60,102,6,8,6
61,108,4,3,6
62,100,2,2,4
63,102,4,2,4
64,110,5,4,6
65,110,4,2,6
66,103,4,2,6
67,99,12,2,6
68,103,4,6,6
69,112,4,2,6
70,106,8,6,6
71,107,4,6,6
72,97,3,2,4
73,108,8,6,6
74,100,13,7,6
75,107,4,10,6
76,107,4,4,6
77,95,4,6,6
78,109,4,2,6
79,107,2,2,4
80,95,7,2,6
81,102,2,6,4
82,105,7,24,6
83,118,4,6,6
84,111,2,6,4
85,107,4,16,6
86,109,5,6,6
87,112,4,2,6
88,101,6,14,6
89,110,2,2,4
90,106,5,11,6
91,108,2,2,4
92,117,2,2,4
93,109,9,2,6
94,105,7,5,6
95,100,4,4,6
96,100,4,2,6
97,109,5,2,6
98,100,6,15,6
99,95,7,7,6
100,109,5,2,6
101,104,10,6,6
102,100,3,4,4
103,109,4,2,6
104,103,5,2,4
105,113,2,6,4
106,91,6,22,6
107,102,12,6,6
108,98,5,2,6
109,109,5,8,6
110,106,7,20,6
111,107,2,2,4
112,101,2,2,4
113,99,4,7,5
114,108,4,6,6
115,113,3,2,4
116,105,5,10,6
117,106,3,2,5
118,118,5,2,6
119,118,2,2,4
120,108,3,6,4
121,101,4,6,6
122,111,4,2,6
123,103,4,2,5
124,112,4,2,6
125,104,4,2,6
126,95,6,2,6
127,113,3,2,5
128,101,5,2,7
129,103,4,7,6
130,107,5,6,6
131,105,2,8,4
132,107,4,2,6
133,101,2,2,4
134,108,4,2,6
135,101,9,6,6
136,102,2,2,4
137,110,5,6,6
138,105,6,6,6
139,111,6,2,6
140,103,2,6,4
141,110,2,2,4
142,97,6,18,6
143,101,14,6,6
144,107,4,12,6
145,109,2,4,4
146,109,6,7,6
147,97,4,14,6
148,94,3,2,4
149,97,4,6,6
150,110,4,2,6
151,111,3,10,4
152,113,4,6,6
153,107,3,2,4
154,107,4,14,6
155,102,5,10,6
156,97,9,6,6
157,97,10,18,7
158,104,4,2,4
159,97,6,6,6
160,108,8,18,6
161,111,2,2,4
162,95,6,6,6
163,113,2,2,4
164,115,2,2,4
165,100,4,2,6
166,106,11,2,4
167,111,2,2,4
168,103,3,12,5
169,102,5,10,6
170,95,4,14,6
171,98,4,2,6
172,114,4,2,6
173,103,3,13,4
174,101,2,2,4
175,111,5,2,7
176,99,2,4,4
177,101,4,8,6
178,110,4,6,6
179,111,2,2,4
180,101,2,6,4
181,104,6,17,7
182,112,2,2,4
183,98,5,11,6
184,119,2,2,4
185,98,5,3,5
186,109,4,2,6
187,100,5,28,4
188,102,5,6,6
189,110,5,2,6
190,96,4,14,6
191,106,9,2,6
192,108,5,2,6
193,107,4,6,4
194,109,5,2,6
195,91,4,11,6
196,111,5,2,6
197,100,5,2,6
198,103,4,2,6
199,109,4,2,6
200,110,5,6,6
201,108,4,2,6
202,109,0,10,6
203,107,4,2,6
204,111,2,2,4
205,101,4,2,6
206,115,4,6,4
207,113,4,2,6
208,110,5,2,6
209,105,3,2,4
210,108,4,6,6
211,119,2,2,4
212,97,4,12,6
213,111,4,2,6
214,106,4,2,6
215,109,7,6,6
216,99,1,18,6
217,95,4,2,6
218,102,2,2,4
219,105,6,6,6
220,111,2,4,4
221,107,4,2,6
222,98,5,2,6
223,109,3,2,5
224,97,6,6,6
225,108,8,2,6
226,103,6,10,6
227,94,4,6,6
228,102,2,2,4
229,100,3,3,4
230,107,4,3,6
231,108,4,2,6
232,113,4,2,6
233,107,2,2,4
234,110,6,9,4
235,103,3,14,4
236,110,5,2,6
237,99,4,2,6
238,98,7,6,7
239,106,4,6,6
240,113,4,2,6
241,107,4,10,6
242,108,6,6,4
243,110,8,2,6
244,101,2,2,4
245,117,5,2,4
246,94,4,10,4
247,103,5,2,6
248,110,4,6,6
249,109,5,8,6
250,100,14,8,6
251,100,5,2,7
252,103,4,10,4
253,111,6,2,6
254,86,10,31,6
