,Correction,Forward,Successor,init
0,4,1,3,3
1,4,2,2,4
2,4,1,4,3
3,4,1,4,3
4,6,1,6,3
5,5,1,3,3
6,5,2,4,3
7,5,0,3,3
8,4,2,2,4
9,5,1,4,3
10,6,1,3,3
11,3,1,2,3
12,5,1,5,3
13,4,2,5,3
14,6,1,2,3
15,5,1,2,3
16,5,2,3,3
17,6,1,2,3
18,4,1,3,3
19,3,1,3,3
20,6,2,7,3
21,6,1,2,3
22,4,1,3,3
23,6,1,2,3
24,4,1,3,3
25,6,1,2,3
26,5,2,2,4
27,2,1,3,3
28,3,1,2,3
29,8,1,2,3
30,7,2,6,3
31,6,2,2,3
32,5,1,4,3
33,4,2,3,3
34,4,1,2,3
35,6,1,3,3
36,5,1,2,3
37,4,2,4,3
38,6,1,3,3
39,6,1,3,3
40,5,2,2,4
41,8,1,3,3
42,6,1,4,3
43,5,2,3,4
44,5,1,3,3
45,7,2,8,3
46,5,2,3,4
47,4,3,3,4
48,5,1,3,3
49,5,1,3,3
50,6,1,3,3
51,6,2,3,4
52,4,1,4,3
53,4,1,2,3
54,3,1,2,3
55,5,1,2,3
56,4,1,3,3
57,8,1,2,3
58,6,2,3,4
59,5,2,7,3
60,6,2,7,3
61,6,1,2,3
62,4,1,3,3
63,3,1,2,3
64,4,1,3,3
65,6,1,2,3
66,3,3,5,4
67,4,2,2,3
68,6,1,6,3
69,6,2,2,4
70,6,1,2,3
71,6,3,3,3
72,3,3,2,4
73,6,1,3,3
74,5,2,3,3
75,5,4,7,4
76,5,2,2,3
77,4,1,2,3
78,5,1,2,3
79,3,1,2,3
80,6,2,3,4
81,5,3,3,5
82,6,1,7,3
83,6,1,3,3
84,3,1,2,3
