,Correction,Forward,Successor,init
0,4,1,4,3
1,2,1,2,3
2,0,3,5,3
3,4,1,5,3
4,8,1,4,3
5,4,1,3,3
6,1,1,2,3
7,3,0,3,3
8,1,2,2,3
9,0,1,2,3
10,2,1,3,3
11,5,1,2,3
12,3,1,3,3
13,4,1,4,3
14,2,1,2,3
15,7,1,2,3
16,4,1,3,3
17,5,1,2,3
18,7,1,2,3
19,4,1,2,3
20,3,1,5,3
21,2,1,2,3
22,0,1,3,3
23,5,2,2,4
24,2,1,3,3
25,2,1,2,3
26,0,1,2,3
27,4,1,3,3
28,4,3,2,5
29,2,1,2,3
30,4,1,5,3
31,2,1,4,3
32,4,1,6,3
33,1,3,2,5
34,1,1,2,3
35,3,1,3,3
36,5,2,2,4
37,2,1,4,3
38,1,1,4,3
39,7,1,4,3
40,4,2,2,3
41,3,1,2,3
42,2,1,5,3
43,3,1,2,3
44,7,1,3,3
45,3,2,7,3
46,4,1,3,3
47,2,1,3,3
48,2,2,2,3
49,7,2,2,3
50,4,1,3,3
51,3,1,2,3
52,7,2,3,4
53,0,1,2,3
54,4,1,3,3
55,5,2,3,3
56,0,1,2,3
57,3,1,2,3
58,3,2,4,3
59,4,1,3,3
60,2,1,10,3
61,7,1,2,3
62,1,1,4,3
63,2,1,2,3
64,3,1,4,3
65,8,2,2,4
66,2,1,6,3
67,4,1,2,3
68,7,2,4,3
69,4,1,2,3
70,8,3,2,5
71,3,1,5,3
72,2,1,4,3
73,4,1,3,3
74,7,2,3,4
75,7,1,11,3
76,7,1,2,3
77,3,1,6,3
78,7,1,2,3
79,4,1,2,3
80,4,2,3,3
81,5,1,3,3
82,3,1,6,3
83,3,1,3,3
84,5,1,3,3
85,4,1,3,3
86,0,2,3,4
87,4,1,2,3
88,8,2,5,3
89,2,1,3,3
90,3,1,3,3
91,4,3,3,4
92,2,1,3,3
93,1,4,6,3
94,4,1,2,3
95,2,2,2,3
96,4,1,2,3
97,7,3,2,4
98,8,1,4,3
99,4,1,2,3
100,5,1,2,3
101,2,1,2,3
102,7,2,3,4
103,7,1,2,3
104,2,3,2,4
105,1,1,3,3
106,5,2,7,3
107,0,1,3,3
108,4,1,2,3
109,8,1,3,3
110,4,1,4,3
111,4,1,4,3
112,3,1,3,3
113,7,1,2,3
114,4,1,2,3
115,0,1,3,3
116,1,1,4,3
117,8,1,2,3
118,3,1,2,3
119,3,1,2,3
120,5,1,3,3
121,7,1,3,3
122,3,1,3,3
123,3,1,2,3
124,3,2,2,3
125,1,1,2,3
126,2,1,2,3
127,3,1,2,3
128,3,3,9,3
129,7,3,3,3
