,Correction,Forward,Successor,init
0,192,7,16,9
1,154,4,2,6
2,216,4,2,6
3,149,5,2,7
4,152,7,7,8
5,179,5,8,7
6,205,5,2,7
7,201,5,2,7
8,152,7,7,7
9,222,6,2,8
10,204,5,15,7
11,186,4,2,6
12,203,6,2,8
13,180,6,11,8
14,206,6,2,8
15,176,5,2,7
16,156,9,7,9
17,201,4,2,6
18,167,5,2,7
19,178,8,8,9
20,202,6,8,8
21,206,7,2,9
22,222,6,2,7
23,202,5,11,7
24,152,6,7,8
25,192,5,2,7
26,224,4,3,6
27,192,7,2,9
28,180,6,2,8
29,166,6,14,7
30,206,6,2,8
31,206,5,2,7
32,172,8,28,7
33,209,4,2,6
34,211,6,2,8
35,203,5,7,7
36,185,5,2,7
37,207,6,2,8
38,207,4,7,6
39,167,5,7,7
40,178,6,2,6
41,165,5,2,7
42,197,8,32,7
43,195,9,8,7
44,172,6,7,8
45,172,7,2,9
46,181,6,7,8
47,148,9,6,7
48,211,6,2,6
49,172,6,7,7
50,204,5,7,7
51,198,6,2,7
52,150,6,7,7
53,221,6,2,7
54,183,7,2,9
55,177,4,2,6
56,224,4,9,6
57,167,5,10,7
58,201,6,18,7
59,211,5,8,6
60,217,9,18,9
61,162,6,2,8
62,214,5,2,7
63,201,6,2,7
64,193,6,7,8
65,159,6,2,8
66,200,7,2,9
67,151,12,2,9
68,174,6,6,8
69,172,5,2,7
70,171,7,7,7
71,165,5,12,7
72,149,7,2,8
73,172,9,8,9
74,172,8,13,6
75,151,6,11,8
76,162,5,7,7
77,152,6,6,8
78,165,5,2,7
79,181,6,2,8
80,204,5,2,7
81,191,6,8,8
82,208,10,37,8
83,210,4,8,6
84,185,5,7,7
85,208,5,30,7
86,222,6,7,7
87,172,5,2,7
88,152,5,16,7
89,168,5,2,7
90,196,5,16,7
91,185,5,2,7
92,205,5,2,7
93,207,9,2,8
94,174,6,16,6
95,196,8,18,7
96,150,7,2,9
97,160,6,2,8
98,169,8,23,8
99,148,8,11,8
100,190,7,8,9
101,192,11,7,10
102,171,7,7,8
103,166,4,2,6
104,153,8,2,6
105,211,5,8,7
106,204,5,2,7
107,224,7,8,6
108,150,6,2,7
109,172,5,14,7
110,210,5,2,7
111,178,7,2,9
112,165,5,2,7
113,171,9,14,10
114,177,7,8,9
115,213,5,2,7
116,206,5,21,7
117,154,4,2,6
118,204,5,2,7
119,204,5,2,7
120,187,6,7,7
121,169,7,15,8
122,195,5,2,7
123,200,4,2,6
124,186,5,3,7
125,215,7,2,9
126,148,8,2,8
127,159,5,2,7
128,208,5,9,7
129,152,4,18,6
130,213,6,9,7
131,176,7,12,9
132,215,5,2,7
133,165,7,2,9
134,185,6,2,8
135,152,4,20,6
136,202,4,2,6
137,205,7,15,8
138,182,7,7,7
139,196,8,2,9
140,174,6,7,8
141,205,5,2,7
142,197,6,30,8
143,204,10,15,8
144,203,7,25,9
145,162,5,6,7
146,183,4,23,6
147,214,7,26,9
148,206,8,2,9
149,207,5,7,7
150,163,6,2,8
151,151,4,11,6
152,203,5,9,7
153,152,6,2,8
154,159,5,19,7
155,215,8,19,9
156,167,8,7,9
157,201,8,2,9
158,199,4,2,6
159,203,4,8,6
160,209,6,31,7
161,156,6,2,8
162,200,4,8,6
163,214,5,2,7
164,152,4,2,6
165,215,7,2,9
166,153,9,2,6
167,157,6,2,8
168,150,6,16,8
169,190,5,11,7
170,163,8,25,9
171,150,5,2,7
172,211,5,2,7
173,184,7,18,8
174,202,5,2,7
175,197,5,2,7
176,150,4,11,6
177,152,9,11,11
178,195,5,7,7
179,198,4,2,6
180,152,8,11,9
181,202,6,20,8
182,206,5,2,7
183,153,5,19,7
184,204,5,2,7
185,164,6,2,7
186,164,5,3,7
187,145,9,26,8
188,200,8,7,9
189,173,5,2,6
190,148,7,18,9
191,198,8,2,6
192,152,4,2,6
193,162,6,15,7
194,178,7,2,9
195,203,7,22,9
196,175,5,2,6
197,203,4,2,6
198,191,5,2,7
199,161,6,2,8
200,203,7,14,7
201,150,6,2,8
202,186,0,14,9
203,207,6,2,8
204,224,4,2,6
205,165,5,2,7
206,201,6,9,7
207,187,5,2,7
208,163,6,2,8
209,190,5,2,7
210,170,6,7,8
211,204,5,2,7
212,149,5,26,7
213,212,7,2,9
214,201,7,2,9
215,172,5,7,6
216,222,1,29,9
217,150,6,2,8
218,203,6,2,8
219,164,8,2,9
220,221,6,8,8
221,213,6,2,8
222,207,5,2,7
223,193,7,2,9
224,202,7,7,8
225,205,6,2,7
226,148,6,12,8
227,205,7,2,9
228,171,7,2,9
229,154,5,2,7
230,206,5,2,7
231,185,5,2,7
232,205,6,3,8
233,182,6,2,8
234,204,4,16,6
235,185,6,19,7
236,157,7,2,8
237,153,5,2,7
238,201,7,7,7
239,213,5,9,7
240,205,5,2,7
241,205,7,13,9
242,187,5,7,6
243,205,8,2,9
244,165,5,2,7
245,205,5,2,7
246,163,5,13,7
247,191,7,2,9
248,159,7,8,9
249,220,5,20,7
250,169,7,12,8
251,213,8,2,10
252,207,5,11,6
253,206,8,2,9
254,201,9,42,7
255,149,5,2,7
256,188,7,2,9
257,151,6,2,8
258,210,6,2,6
259,208,5,2,7
260,200,5,7,7
261,148,6,6,8
262,179,7,2,9
263,204,4,19,6
264,215,7,13,9
265,163,5,7,7
266,149,6,2,8
267,152,5,6,6
268,204,8,8,7
269,212,5,2,7
270,193,5,2,7
271,196,8,33,8
272,191,5,2,7
273,200,5,7,7
274,146,6,27,7
275,206,6,14,7
276,200,8,26,9
277,201,8,49,9
278,210,7,14,7
279,173,5,2,7
280,202,7,2,9
281,213,6,7,8
282,205,7,2,9
283,158,7,2,9
284,149,8,2,8
