,Correction,Forward,Successor,init
0,110,4,12,6
1,112,2,2,4
2,100,7,9,7
3,115,4,2,6
4,124,6,6,6
5,109,3,6,4
6,101,5,2,6
7,108,0,6,6
8,107,7,9,6
9,113,4,2,6
10,111,2,10,4
11,117,4,2,6
12,121,4,2,6
13,115,5,10,6
14,103,4,2,6
15,121,4,2,6
16,114,12,5,6
17,80,2,2,4
18,120,2,2,4
19,114,3,6,4
20,75,3,6,5
21,112,4,2,6
22,112,5,2,6
23,79,6,2,7
24,101,5,5,7
25,108,4,2,4
26,106,4,2,6
27,113,2,2,4
28,115,2,2,4
29,114,6,6,6
30,72,2,2,4
31,101,4,2,6
32,105,7,18,6
33,100,4,2,4
34,98,4,2,6
35,124,5,4,6
36,113,5,2,6
37,100,6,10,6
38,102,2,6,4
39,119,4,6,6
40,116,9,2,6
41,107,2,2,4
42,113,8,18,6
43,113,5,6,6
44,109,2,6,4
45,117,4,2,6
46,110,4,6,6
47,105,8,6,6
48,104,11,2,6
49,120,11,6,6
50,112,4,6,6
51,114,5,2,6
52,125,5,6,4
53,113,4,2,6
54,115,2,2,4
55,121,4,2,6
56,104,3,6,4
57,116,4,6,6
58,114,5,10,6
59,101,7,6,6
60,104,6,11,6
61,119,4,2,6
62,98,2,2,4
63,107,7,2,5
64,113,5,4,6
65,122,4,3,6
66,112,2,2,4
67,110,12,2,6
68,111,4,6,6
69,117,4,2,6
70,115,8,6,7
71,113,4,6,6
72,103,5,2,6
73,114,6,6,6
74,110,13,8,6
75,113,4,10,6
76,118,4,4,6
77,102,4,6,6
78,120,4,2,6
79,115,2,2,4
80,71,8,3,6
81,106,3,6,4
82,97,8,15,6
83,110,4,6,6
84,118,4,6,6
85,98,4,14,6
86,111,5,6,6
87,117,4,3,6
88,115,6,13,6
89,117,2,2,4
90,110,6,10,6
91,113,2,2,4
92,123,2,2,4
93,102,8,2,6
94,113,9,6,6
95,107,4,4,6
96,109,4,2,6
97,121,5,2,6
98,109,5,16,6
99,101,10,8,6
100,113,6,2,6
101,109,9,6,6
102,109,4,4,5
103,120,4,2,6
104,111,5,2,4
105,104,3,6,4
106,68,5,21,6
107,105,10,6,6
108,108,6,2,6
109,122,5,9,7
110,96,6,21,6
111,115,2,2,4
112,106,2,3,4
113,108,5,8,6
114,115,5,6,6
115,104,3,2,4
116,99,5,8,6
117,114,2,2,4
118,125,6,2,7
119,125,2,2,4
120,113,3,6,4
121,110,4,6,6
122,114,4,2,6
123,108,5,2,6
124,118,4,2,6
125,103,4,2,6
126,102,5,2,6
127,119,3,2,5
128,80,4,3,6
129,111,4,8,6
130,109,6,6,7
131,111,2,10,4
132,111,4,3,6
133,107,2,2,4
134,113,4,2,6
135,109,9,6,6
136,80,2,2,4
137,102,5,6,6
138,109,7,6,6
139,115,6,3,6
140,112,2,6,4
141,112,2,2,4
142,104,5,22,6
143,103,15,6,6
144,98,5,9,6
145,113,3,4,4
146,114,7,8,6
147,96,4,13,6
148,71,3,2,4
149,76,4,6,6
150,115,4,2,6
151,122,3,10,4
152,121,4,6,6
153,115,2,2,4
154,111,4,14,6
155,107,5,8,6
156,103,10,6,6
157,106,8,16,6
158,109,4,2,4
159,75,6,6,6
160,111,7,18,6
161,124,2,2,4
162,73,6,6,6
163,104,2,2,4
164,127,2,2,4
165,98,4,2,6
166,114,14,2,4
167,124,2,2,4
168,111,2,10,4
169,107,4,10,6
170,101,4,14,6
171,107,5,2,6
172,106,4,2,6
173,111,3,14,4
174,108,2,2,4
175,115,4,2,6
176,104,3,4,4
177,108,4,8,6
178,114,4,6,6
179,116,2,2,4
180,108,2,6,4
181,98,6,13,7
182,112,3,2,5
183,111,6,12,6
184,126,2,2,4
185,104,4,2,4
186,120,4,2,6
187,115,4,16,4
188,110,5,6,6
189,121,5,2,6
190,103,4,14,6
191,111,9,2,6
192,116,5,2,6
193,112,5,6,4
194,116,3,2,4
195,70,4,7,6
196,121,5,2,6
197,78,5,2,6
198,107,4,2,6
199,119,5,3,6
200,105,5,6,6
201,115,2,3,4
202,113,1,8,6
203,103,4,2,6
204,112,2,2,4
205,107,4,2,6
206,120,6,6,4
207,120,4,2,6
208,115,5,2,6
209,111,2,2,4
210,119,4,6,6
211,126,2,2,4
212,103,5,12,6
213,102,4,2,6
214,114,2,2,4
215,120,7,6,6
216,104,1,17,6
217,102,4,2,6
218,80,2,2,4
219,114,5,7,6
220,112,3,4,5
221,111,4,2,6
222,77,3,2,4
223,113,2,2,4
224,73,5,6,6
225,103,7,2,6
226,109,6,10,7
227,71,4,6,6
228,111,2,2,4
229,114,2,2,4
230,103,4,2,6
231,113,2,2,4
232,101,4,2,6
233,115,2,2,4
234,98,6,7,4
235,107,3,14,4
236,123,5,2,6
237,106,4,2,6
238,72,7,6,6
239,110,4,6,6
240,101,2,2,4
241,100,5,9,6
242,112,6,6,4
243,112,7,2,6
244,107,2,2,4
245,102,6,2,5
246,101,3,10,4
247,107,5,2,6
248,117,4,6,6
249,110,4,8,6
250,106,12,8,6
251,98,5,2,7
252,100,3,10,4
253,100,5,2,6
254,72,11,23,6
255,119,4,14,6
256,114,2,2,4
257,115,4,2,6
258,98,6,2,6
259,76,3,2,4
