,Correction,Forward,Successor,init
0,175,7,16,9
1,147,5,2,7
2,215,6,3,9
3,144,5,2,7
4,139,6,9,7
5,181,6,9,7
6,202,6,2,8
7,187,5,2,7
8,144,9,8,8
9,220,6,2,8
10,206,5,13,7
11,170,5,2,7
12,205,6,2,8
13,160,6,12,8
14,199,7,2,9
15,157,6,2,8
16,154,10,6,9
17,190,5,2,7
18,155,5,2,7
19,160,7,8,7
20,189,6,7,8
21,207,7,2,9
22,220,8,2,9
23,190,6,12,7
24,142,8,6,10
25,193,5,3,7
26,222,4,3,6
27,176,6,2,8
28,162,6,2,8
29,166,6,15,7
30,196,5,2,7
31,197,6,2,8
32,175,7,27,7
33,208,5,2,7
34,210,7,2,9
35,206,5,7,7
36,186,6,2,8
37,200,6,2,8
38,206,5,7,7
39,156,4,2,6
40,159,6,2,6
41,165,5,2,7
42,198,8,29,7
43,181,6,7,6
44,153,6,7,8
45,174,7,2,9
46,183,5,7,7
47,143,8,6,7
48,205,8,2,8
49,155,6,9,6
50,206,7,8,9
51,182,6,2,7
52,138,5,9,6
53,220,6,2,8
54,165,6,2,8
55,158,4,2,6
56,222,4,9,6
57,168,8,9,10
58,202,9,18,10
59,205,7,8,7
60,217,8,19,9
61,148,5,2,7
62,213,5,2,7
63,190,7,2,7
64,177,5,7,7
65,145,5,2,7
66,189,7,2,9
67,149,12,2,9
68,155,6,6,8
69,174,6,2,7
70,154,7,7,7
71,165,5,12,7
72,142,5,2,7
73,175,7,8,7
74,152,9,12,6
75,140,7,13,9
76,148,5,7,7
77,143,5,6,7
78,153,6,2,8
79,163,6,2,8
80,193,6,2,7
81,191,6,9,7
82,200,11,44,9
83,203,5,7,7
84,168,5,9,7
85,202,5,26,7
86,221,5,8,7
87,175,5,2,7
88,138,6,20,8
89,169,5,2,7
90,180,5,16,7
91,186,5,2,7
92,206,5,2,7
93,202,10,2,8
94,157,6,21,6
95,184,9,20,9
96,145,6,2,7
97,146,6,2,8
98,153,7,24,8
99,143,8,10,9
100,172,7,6,9
101,194,10,7,9
102,152,8,7,8
103,154,4,2,6
104,146,10,2,7
105,205,6,7,8
106,191,5,2,7
107,222,10,7,7
108,148,8,2,9
109,153,4,15,6
110,204,7,2,9
111,159,5,2,7
112,165,5,2,7
113,150,9,16,9
114,159,6,7,8
115,206,5,3,7
116,203,6,20,8
117,136,4,2,6
118,207,5,2,7
119,207,5,2,7
120,170,8,7,9
121,150,8,2,9
122,179,5,2,7
123,186,6,3,7
124,168,6,2,7
125,214,9,2,11
126,142,5,2,7
127,157,5,2,7
128,198,5,10,7
129,134,4,17,6
130,209,8,10,9
131,158,5,14,7
132,214,7,2,9
133,166,5,2,7
134,186,6,2,8
135,143,7,17,9
136,191,5,2,7
137,196,7,13,9
138,183,6,10,7
139,197,7,2,8
140,156,6,7,8
141,207,5,2,7
142,185,5,29,7
143,204,10,16,8
144,194,6,26,8
145,159,5,6,7
146,166,6,22,6
147,213,7,25,9
148,196,8,2,9
149,197,5,7,7
150,160,6,2,7
151,138,4,13,6
152,204,5,9,7
153,141,6,2,8
154,155,5,19,7
155,214,7,18,9
156,168,8,6,9
157,189,9,2,9
158,186,6,2,7
159,192,5,7,7
160,209,7,30,7
161,142,7,2,9
162,189,5,14,7
163,207,5,2,7
164,140,4,2,6
165,214,7,2,9
166,135,9,2,6
167,143,5,2,7
