,Correction,Forward,Successor,init
0,4,1,5,3
1,6,2,2,4
2,3,2,5,4
3,7,2,6,4
4,11,2,3,4
5,6,1,4,3
6,5,2,3,4
7,4,0,3,3
8,6,1,3,3
9,6,1,2,3
10,2,3,4,4
11,4,3,2,4
12,4,1,2,3
13,5,3,5,5
14,8,2,2,4
15,9,3,2,5
16,4,4,3,4
17,3,2,2,4
18,7,2,2,4
19,3,2,3,4
20,0,3,5,4
21,2,2,2,4
22,6,2,3,4
23,3,2,2,4
24,3,2,3,4
25,6,2,2,4
26,4,2,2,4
27,4,2,2,4
28,3,2,2,4
29,5,4,4,5
30,4,1,2,3
31,8,2,2,4
32,5,4,6,4
33,2,3,2,4
34,2,1,2,3
35,3,2,5,4
36,7,2,2,4
37,8,2,4,4
38,4,2,6,3
39,6,3,4,4
40,5,5,2,3
41,6,1,2,3
42,6,1,6,3
43,5,1,3,3
44,8,1,4,3
45,7,2,4,4
46,7,2,3,4
47,8,1,3,3
48,6,2,2,3
49,10,2,3,3
50,2,2,3,4
51,5,1,2,3
52,12,2,3,3
53,6,1,2,3
54,3,1,2,3
55,9,1,2,3
56,4,1,4,3
57,7,1,3,3
58,3,1,5,3
59,5,2,3,3
60,4,1,3,3
61,8,1,2,3
62,2,1,2,3
63,1,1,2,3
64,4,1,3,3
65,8,1,2,3
66,2,1,3,3
67,4,1,2,3
68,8,1,4,3
69,7,1,2,3
70,11,2,3,3
71,5,1,3,3
72,3,1,2,3
73,6,2,4,3
74,6,3,4,5
75,8,1,5,3
76,8,1,2,3
77,4,2,5,3
78,7,1,2,3
79,3,1,2,3
80,3,1,3,3
81,6,1,3,3
82,4,2,10,4
83,7,1,3,3
84,5,1,3,3
85,5,1,4,3
86,5,1,3,3
87,7,1,2,3
88,5,1,5,3
89,7,1,2,3
90,5,1,4,3
91,7,1,2,3
92,4,1,2,3
93,7,1,2,3
94,4,2,3,3
95,3,2,2,3
96,2,1,2,3
97,8,1,2,3
98,10,1,5,3
99,3,1,3,3
100,4,2,2,4
101,6,2,3,3
102,7,1,3,3
103,7,1,2,3
104,6,1,2,3
105,6,1,5,3
106,1,1,8,3
107,4,2,3,3
108,4,1,2,3
109,11,1,3,3
110,7,1,4,3
111,4,1,2,3
112,6,1,2,3
113,7,1,4,3
114,3,1,2,3
115,5,1,3,3
116,4,1,7,3
117,9,1,2,3
118,4,1,2,3
119,4,2,2,4
120,4,1,3,3
121,7,1,3,3
122,5,1,2,3
123,4,1,2,3
124,3,1,2,3
125,2,1,2,3
126,3,1,2,3
127,5,1,2,3
128,3,2,12,3
129,7,3,3,3
130,2,1,4,3
131,2,1,6,3
132,3,2,3,4
133,6,1,3,3
134,7,1,2,3
135,6,1,4,3
136,3,1,2,3
137,8,2,2,3
138,7,1,3,3
139,7,2,2,4
140,9,1,4,3
141,2,1,2,3
142,1,1,4,3
143,2,4,2,4
144,9,1,5,3
145,5,1,3,3
146,5,1,4,3
147,2,2,6,4
148,4,1,2,3
149,4,1,3,3
150,5,1,2,3
151,12,2,4,3
152,4,1,3,3
153,10,1,2,3
154,4,1,6,3
155,3,2,6,3
156,7,3,3,3
157,1,1,5,3
158,4,1,2,3
159,3,1,2,3
160,4,1,7,3
161,9,1,2,3
162,2,1,3,3
163,5,1,2,3
164,11,1,2,3
165,2,1,2,3
166,9,4,3,4
167,8,2,2,3
168,10,1,5,3
169,7,4,6,4
170,7,1,6,3
171,4,1,2,3
172,8,1,2,3
173,3,1,4,3
174,4,1,2,3
175,5,1,2,3
176,5,1,3,3
177,6,1,3,3
178,5,1,3,3
179,4,1,2,3
180,6,1,3,3
181,6,1,6,3
182,2,1,2,3
183,5,3,4,4
184,4,1,2,3
185,6,1,4,3
186,7,1,3,3
187,12,1,10,3
188,2,1,2,3
189,6,1,2,3
190,3,1,6,3
191,4,1,2,3
192,6,3,2,4
193,5,1,2,3
194,3,1,2,3
195,4,2,5,4
196,9,1,2,3
197,3,1,2,3
198,7,1,2,3
199,8,1,2,3
