,Correction,Forward,Successor,init
0,2,1,4,3
1,3,1,2,3
2,4,1,5,3
3,3,2,5,3
4,3,2,4,4
5,6,1,3,3
6,4,1,3,3
7,1,0,3,3
8,3,1,2,3
9,5,1,2,3
10,3,1,3,3
11,2,2,2,4
12,2,1,4,3
13,6,1,4,3
14,1,1,2,3
15,6,1,2,3
16,4,1,3,3
17,2,2,2,4
18,3,1,2,3
19,5,1,4,4
20,1,1,5,3
21,3,1,2,3
22,5,1,3,3
23,2,1,2,3
24,3,1,3,3
25,4,1,2,3
26,5,1,2,3
27,2,1,2,3
28,5,1,2,3
29,3,1,3,3
30,1,2,4,3
31,1,2,3,3
32,6,1,5,3
33,5,3,2,5
34,5,1,2,3
35,2,1,3,3
36,5,2,2,3
37,3,1,4,3
38,5,1,4,3
39,5,1,4,3
40,6,1,2,3
41,4,1,2,3
42,4,1,5,3
43,1,1,2,3
44,5,1,3,3
45,4,1,7,3
46,6,1,3,3
47,4,1,3,3
48,5,1,2,3
49,6,1,3,3
50,3,1,3,3
51,1,1,3,3
52,3,1,3,3
53,4,1,2,3
54,4,1,3,3
55,6,1,2,3
56,4,1,3,3
57,4,2,2,4
58,2,2,4,3
59,5,1,3,3
60,3,2,7,3
61,3,2,2,3
62,5,1,4,3
63,1,1,2,3
64,2,1,3,3
65,5,1,2,3
66,1,1,6,3
67,4,1,2,3
68,6,1,4,3
69,4,1,3,3
70,7,1,2,3
71,4,1,5,3
72,3,1,2,3
73,6,2,3,4
74,5,2,3,3
75,3,2,11,3
76,3,1,2,3
77,3,2,6,3
78,3,1,2,3
79,4,2,2,3
80,2,1,3,3
81,6,1,3,3
82,4,1,7,3
83,5,1,3,3
84,2,3,3,3
85,4,2,3,3
86,4,1,4,3
87,5,2,2,3
88,5,1,5,3
89,4,2,2,4
90,1,1,3,3
91,6,1,3,3
92,2,1,2,3
93,5,3,5,3
94,6,1,2,3
95,1,1,2,3
96,3,1,3,3
97,4,1,3,3
98,7,1,4,3
99,3,2,2,4
100,2,1,2,3
101,4,1,2,3
102,5,2,3,3
103,3,1,2,3
104,3,1,2,3
105,3,2,2,4
106,2,1,7,3
107,5,1,3,3
108,4,1,2,3
109,6,2,4,3
110,5,1,4,3
111,4,2,4,4
112,4,1,3,3
113,5,1,2,3
114,4,3,2,4
115,3,1,2,3
116,4,3,4,4
117,3,1,2,3
118,2,1,2,3
119,2,1,2,3
120,2,1,3,3
121,5,1,3,3
122,2,1,3,3
123,1,1,2,3
124,4,1,2,3
125,5,1,2,3
126,3,1,2,3
127,4,2,2,4
128,2,2,10,3
129,3,1,3,3
130,3,1,6,3
131,5,1,4,3
132,3,1,2,3
133,4,1,2,3
134,5,2,2,4
