,Correction,Forward,Successor,init
0,2,1,4,3
1,4,1,2,3
2,6,1,4,3
3,4,1,4,3
4,4,3,3,3
5,7,1,4,3
6,6,2,4,3
7,2,0,3,3
8,3,1,3,3
9,4,1,2,3
10,5,1,3,3
11,3,2,2,3
12,5,2,3,3
13,4,1,4,3
14,0,1,2,3
15,4,1,2,3
16,6,1,3,3
17,2,1,3,3
18,3,1,2,3
19,4,1,2,3
20,3,1,10,3
21,5,1,2,3
22,4,1,3,3
23,2,1,2,3
24,6,1,3,3
25,5,1,2,3
26,3,1,3,3
27,3,2,2,4
28,4,1,2,3
29,4,1,2,3
30,1,3,6,3
31,0,2,3,3
32,7,2,4,3
33,7,1,2,3
34,7,1,2,3
35,6,1,3,3
36,7,1,2,3
37,0,2,3,4
38,7,1,4,3
39,3,1,3,3
40,4,1,2,3
41,7,1,3,3
42,5,1,4,3
43,2,1,2,3
44,3,1,3,3
45,6,2,7,3
46,8,1,3,3
47,4,1,3,3
48,3,1,2,3
49,4,1,2,3
50,5,1,3,3
51,2,1,2,3
52,5,2,3,4
53,4,1,4,3
54,4,1,3,4
55,4,2,2,4
56,3,1,2,3
57,4,3,3,3
58,6,1,3,3
59,4,1,3,3
60,5,1,7,3
61,4,1,2,3
62,6,2,4,3
63,1,2,3,3
64,2,1,3,3
65,6,1,2,3
66,3,1,5,3
67,6,2,2,4
68,4,1,4,3
69,7,1,3,3
70,4,1,3,3
71,6,1,4,3
72,6,1,2,3
73,8,1,3,3
74,3,2,5,4
75,5,1,7,3
76,3,1,3,3
77,4,4,3,5
78,3,2,2,4
79,4,1,2,3
80,2,1,3,3
81,7,1,3,3
82,0,1,6,3
83,3,2,3,4
84,4,1,3,3
85,4,2,5,3
86,4,1,4,3
87,8,2,2,4
88,6,1,5,3
89,4,1,2,3
90,2,1,3,3
91,7,1,2,3
92,5,1,2,3
93,6,3,5,4
94,4,1,4,3
95,2,3,2,5
96,6,1,2,3
97,4,2,4,4
98,4,1,4,3
99,6,1,2,3
