,Correction,Forward,Successor,init
0,1,1,6,3
1,2,1,2,3
2,2,1,4,3
3,2,2,5,3
4,3,1,2,3
5,3,1,3,3
6,2,2,2,4
7,1,0,3,3
8,2,1,2,3
9,2,2,2,4
10,3,2,3,3
11,4,1,2,3
12,1,2,3,4
13,5,1,4,3
14,3,1,3,3
15,4,1,2,3
16,3,1,3,3
17,3,2,3,4
18,1,2,4,4
19,4,1,2,3
20,2,1,5,3
21,3,1,2,3
22,2,1,3,3
23,2,2,2,3
24,1,2,3,3
25,2,1,2,3
26,2,1,3,4
27,3,1,3,3
28,4,1,2,3
29,3,1,2,3
30,5,1,11,3
31,4,2,3,3
32,3,1,5,3
33,2,1,3,3
34,2,1,2,3
35,1,1,4,3
36,2,1,2,3
37,4,1,4,3
38,3,1,4,3
39,3,1,4,3
40,4,1,2,3
41,3,1,2,3
42,2,1,5,3
43,1,1,2,3
44,3,1,3,3
45,3,2,7,3
46,3,1,3,3
47,3,1,3,3
48,2,2,2,3
49,4,1,2,3
50,4,1,3,3
51,1,1,2,3
52,3,1,3,3
53,2,1,2,3
54,5,1,3,3
55,4,1,2,3
56,2,1,2,3
57,3,1,2,3
58,3,2,4,3
59,2,2,3,4
60,3,1,9,3
61,3,1,2,3
62,2,1,4,3
63,1,1,2,3
64,1,2,3,4
65,3,2,3,4
66,1,2,5,3
67,3,1,2,3
68,4,1,4,3
69,2,1,2,3
70,3,2,2,3
71,3,1,6,3
72,2,1,2,3
73,2,2,3,3
74,3,2,3,3
75,3,2,10,3
76,3,1,2,3
77,2,1,4,3
78,3,1,2,3
79,4,1,2,3
80,3,1,3,3
81,2,1,3,3
82,3,2,7,3
83,3,2,3,4
84,4,2,3,3
85,2,1,3,3
86,2,1,3,3
87,2,1,2,3
88,4,1,5,3
89,3,1,2,3
90,1,1,3,3
91,3,1,3,3
92,1,1,2,3
93,2,1,6,3
94,4,2,2,3
95,0,2,2,3
96,3,1,2,3
97,3,1,2,3
98,4,1,4,3
99,2,3,2,4
100,4,1,2,3
101,2,1,2,3
102,3,1,3,3
103,3,1,2,3
104,2,1,2,3
105,3,2,2,3
106,4,2,7,3
107,2,2,3,4
108,3,1,2,3
109,4,2,3,3
110,3,1,4,3
111,5,1,4,3
112,3,1,3,3
113,3,2,2,4
114,4,2,3,4
115,3,1,2,3
116,3,3,4,5
117,3,1,3,3
118,3,1,2,3
119,2,1,3,3
120,4,1,3,3
121,3,1,3,3
122,1,1,3,3
123,1,1,2,3
124,5,1,2,3
