,Correction,Forward,Successor,init
0,197,7,5,9
1,197,9,3,12
2,191,7,3,10
3,195,8,2,10
4,188,4,9,6
5,181,5,9,7
6,187,9,11,10
7,205,4,2,6
8,197,5,10,7
9,192,4,3,7
10,180,6,12,7
11,195,4,2,6
12,189,6,2,8
13,192,4,12,7
14,199,7,2,9
15,192,4,8,6
16,190,4,7,6
17,200,6,2,8
18,197,4,2,6
19,192,7,11,9
20,207,6,7,8
21,181,9,2,11
22,193,5,3,8
23,200,5,11,7
24,193,4,12,6
25,180,9,8,11
26,194,3,3,6
27,196,8,2,10
28,193,7,2,9
29,184,6,15,8
30,204,8,2,10
31,203,9,2,11
32,177,4,29,6
33,184,5,2,7
34,187,9,2,11
35,188,4,19,6
36,182,7,6,8
37,200,7,3,10
38,183,6,14,8
39,199,5,3,8
40,193,6,2,6
41,181,8,2,10
42,182,7,46,6
43,199,5,6,7
44,199,7,9,9
45,181,3,2,5
46,181,6,7,7
47,193,11,11,10
48,197,5,9,7
49,193,7,16,7
50,183,8,8,10
51,201,6,2,8
52,187,4,10,6
53,192,5,3,8
54,196,6,2,8
55,193,4,2,6
56,193,5,11,7
57,185,7,11,9
58,184,7,2,9
59,198,5,7,6
60,186,9,25,11
61,191,6,2,8
62,190,9,2,11
63,205,7,2,9
64,199,6,6,8
65,190,6,2,8
66,207,9,2,11
67,191,5,2,6
68,198,7,7,9
69,178,4,2,6
70,197,6,2,8
71,183,6,15,8
72,192,6,2,8
73,176,4,9,5
74,202,5,7,6
75,195,6,11,8
76,192,5,8,7
77,194,5,2,7
78,195,5,2,7
79,194,7,2,9
80,202,6,11,8
81,180,4,9,6
82,199,5,59,7
83,199,4,7,6
84,196,6,2,8
85,200,7,10,9
86,191,6,7,8
87,177,4,2,6
88,185,6,24,8
89,186,5,2,7
90,199,6,16,8
91,183,5,2,7
92,191,4,2,6
93,191,10,6,11
94,193,4,7,6
95,206,6,8,8
96,190,6,2,8
97,189,6,7,7
98,195,7,30,9
99,189,6,15,7
100,193,8,8,10
101,180,5,12,5
102,200,7,13,9
103,196,5,2,7
104,195,5,3,6
105,206,8,6,10
106,206,5,2,7
107,193,4,17,6
108,190,9,6,10
109,195,6,12,8
110,198,8,6,10
111,193,7,2,9
112,182,8,2,10
113,200,9,16,11
114,192,8,19,9
115,207,6,2,8
116,183,6,28,8
117,188,4,2,6
118,188,5,2,7
119,189,4,2,6
120,192,9,7,11
121,201,7,2,9
122,200,7,11,9
123,204,3,2,5
124,195,6,2,8
125,190,9,6,11
126,191,5,7,7
127,188,4,2,6
128,207,5,10,7
129,186,4,21,6
130,184,5,6,7
131,193,7,10,9
132,183,7,12,9
133,179,8,2,10
134,182,5,9,7
135,194,4,28,6
136,201,4,2,6
137,198,7,16,9
138,182,4,21,6
139,183,5,2,7
140,199,7,2,9
141,183,8,2,10
142,206,7,8,9
143,179,4,21,6
144,199,8,52,10
145,188,4,6,6
146,194,4,22,6
147,189,10,14,11
148,204,8,10,10
149,207,6,6,8
150,188,4,2,6
151,186,4,16,6
152,190,5,2,7
153,196,7,2,9
154,186,4,23,6
155,183,9,28,11
156,180,3,7,5
157,210,8,2,10
158,203,4,3,6
159,201,4,2,6
160,185,4,2,6
161,186,6,2,8
162,199,5,18,7
163,208,6,2,8
164,188,4,2,6
165,187,9,23,11
166,187,4,2,6
167,187,6,2,8
168,192,6,30,8
169,184,8,12,10
170,176,5,31,7
171,191,7,2,9
172,204,7,2,9
173,194,8,19,10
174,206,6,2,8
175,200,6,3,8
176,194,5,14,6
177,195,6,10,8
178,200,6,6,8
179,200,5,2,7
180,197,9,13,11
181,190,9,3,11
182,180,9,2,11
183,186,7,23,9
184,186,6,9,7
185,184,8,2,10
186,193,5,2,7
187,192,7,13,8
188,208,10,7,12
189,201,4,2,6
190,188,8,23,10
191,202,4,2,6
192,196,4,2,6
193,186,5,25,7
194,193,7,2,9
195,207,9,8,9
196,192,6,3,7
197,200,4,2,5
198,183,6,2,8
199,190,6,2,8
200,182,7,26,8
201,195,6,2,8
202,191,0,25,11
203,184,7,2,8
204,192,4,3,7
205,180,8,6,10
206,187,4,11,6
