,Correction,Forward,Successor,init
0,116,7,18,8
1,142,4,2,6
2,150,7,2,8
3,143,4,2,6
4,142,7,8,8
5,152,5,8,6
6,137,8,2,8
7,111,6,2,8
8,137,10,14,8
9,165,5,2,7
10,159,5,14,7
11,119,6,2,8
12,165,6,2,8
13,119,8,13,9
14,134,6,2,8
15,124,6,2,8
16,136,15,8,8
17,107,4,2,6
18,132,5,2,7
19,116,6,8,6
20,102,5,8,7
21,161,6,2,8
22,164,7,2,8
23,112,4,6,6
24,128,6,8,8
25,156,5,2,6
26,163,6,2,8
27,118,5,2,7
28,118,5,2,7
29,148,8,13,8
30,111,6,2,8
31,128,6,2,8
32,144,9,28,8
33,143,7,2,7
34,143,5,2,7
35,166,6,7,8
36,156,7,3,8
37,135,6,2,8
38,143,6,7,7
39,131,6,8,8
40,121,9,2,8
41,144,5,2,7
42,159,8,28,8
43,117,8,8,8
44,121,5,8,7
45,153,6,2,8
46,153,6,7,8
47,138,10,8,8
48,141,8,2,7
49,123,8,8,8
50,158,6,8,8
51,118,7,2,8
52,143,8,8,6
53,163,5,2,7
54,118,4,2,6
55,124,6,2,8
56,163,6,8,6
57,148,7,8,8
58,158,7,17,8
59,140,7,8,6
60,160,7,19,9
61,131,4,3,6
62,146,6,2,8
63,103,7,2,7
64,118,6,7,8
65,135,6,2,8
66,111,5,2,7
67,134,11,2,8
68,122,6,7,8
69,153,5,2,7
70,121,9,8,8
71,147,6,12,8
72,129,8,2,9
73,153,8,9,8
74,122,12,12,8
75,138,6,13,8
76,130,6,7,8
77,130,6,8,8
78,132,5,2,7
79,118,4,2,6
80,109,10,2,8
81,154,5,8,7
82,134,9,34,7
83,142,4,8,6
84,118,5,8,7
85,137,6,25,8
86,163,6,8,6
87,153,6,2,8
88,129,7,20,8
89,150,5,2,7
90,118,7,17,8
91,155,4,3,6
92,165,5,2,7
93,141,10,2,8
94,116,8,15,8
95,106,8,17,8
96,131,7,2,8
97,133,8,2,8
98,116,8,25,8
99,128,8,13,9
100,114,7,8,8
101,156,11,8,8
102,119,8,7,8
103,132,6,2,8
104,141,10,2,7
105,137,5,8,7
106,101,5,2,7
107,161,11,6,7
108,133,7,2,8
109,124,7,14,8
110,141,6,2,8
111,119,6,2,8
112,144,6,2,8
113,120,7,15,8
114,118,6,8,8
115,138,6,2,7
116,137,5,17,7
117,131,5,2,7
118,167,6,2,8
119,167,5,2,7
120,115,6,8,7
121,119,6,14,8
122,119,6,2,8
123,111,7,2,8
124,119,6,2,8
125,150,5,2,7
126,129,6,2,8
127,146,5,2,7
128,118,5,7,7
129,128,6,18,8
130,161,7,8,8
131,118,5,11,7
132,160,6,2,8
133,144,5,2,7
134,156,6,2,8
135,138,9,17,8
136,108,4,2,6
137,132,6,8,8
138,152,8,8,8
139,162,8,2,8
140,121,7,6,8
141,159,5,2,7
142,101,6,29,8
143,153,18,14,9
144,125,6,21,8
145,144,6,8,8
146,113,9,20,8
147,143,8,22,8
148,110,6,2,6
149,118,5,8,7
150,146,6,2,8
151,142,5,8,7
152,164,6,9,8
153,139,5,2,7
154,142,5,19,7
155,156,8,22,8
156,142,9,8,8
157,108,8,2,8
158,112,6,3,6
159,110,6,8,6
160,159,9,32,8
161,136,5,2,7
162,106,6,7,7
163,139,5,2,7
164,144,5,2,7
165,147,7,2,9
166,131,16,2,7
167,136,4,2,6
168,138,7,17,8
169,152,5,14,7
170,139,6,25,8
171,133,6,2,8
172,137,5,2,7
173,114,6,20,7
174,111,4,2,6
175,119,6,2,8
176,132,4,7,6
177,138,7,13,8
178,118,6,8,8
179,119,5,2,7
180,139,5,14,7
181,136,7,20,9
182,161,5,2,7
183,130,7,18,8
184,167,6,2,7
185,142,7,2,7
186,132,6,2,8
187,133,9,30,8
188,110,9,7,8
189,131,7,2,8
190,131,6,19,8
191,115,10,2,8
192,144,6,2,8
193,143,6,13,7
194,119,5,2,7
195,107,6,21,8
196,124,8,2,9
197,113,4,2,6
198,154,6,2,8
199,132,7,2,8
200,141,7,14,7
201,140,5,2,7
202,116,0,13,8
203,144,5,2,7
204,165,5,2,7
205,144,6,2,8
206,164,8,8,8
207,120,6,2,8
208,146,7,2,8
209,156,5,2,7
210,131,6,8,8
211,167,4,2,6
212,129,6,27,8
213,143,6,2,8
214,110,6,2,8
215,132,9,7,8
216,160,1,26,8
217,129,6,2,8
218,109,4,2,6
219,146,7,2,8
220,161,6,7,8
221,160,6,2,8
222,113,5,2,7
223,118,5,2,7
224,100,8,7,9
225,142,8,2,8
226,140,6,14,8
227,109,6,8,8
228,122,4,2,6
229,130,4,2,6
230,143,5,2,7
231,155,5,2,7
232,127,6,2,8
233,118,5,2,7
234,122,8,13,6
235,156,6,20,7
236,135,7,2,8
237,134,6,2,8
238,100,8,8,8
239,159,6,8,8
240,126,6,2,8
241,139,7,14,8
242,117,8,7,7
243,159,10,2,8
244,144,5,2,7
245,127,5,3,6
246,139,5,14,6
247,154,7,2,8
248,143,7,8,8
249,160,5,17,7
250,144,14,14,9
251,145,6,2,8
252,143,5,13,6
253,128,6,2,7
254,117,9,40,7
255,142,6,2,8
256,117,5,2,7
257,140,6,2,8
258,142,7,2,6
259,114,5,2,7
260,110,5,8,7
261,137,4,8,6
262,119,4,2,6
263,125,7,18,6
264,149,6,13,7
265,145,5,7,7
266,130,6,2,8
267,142,6,7,7
268,136,8,8,8
269,144,6,2,8
270,119,6,2,8
271,97,5,33,7
272,154,5,2,7
273,101,5,8,7
274,141,6,26,8
275,132,7,14,7
276,103,7,24,8
277,136,7,39,8
278,137,7,14,7
279,124,4,2,6
280,103,4,2,6
281,159,6,8,8
282,159,5,2,7
283,135,5,2,7
284,140,8,2,8
