,Correction,Forward,Successor,init
0,82,4,10,5
1,63,2,2,4
2,90,5,8,5
3,67,2,2,4
4,87,4,5,5
5,96,3,5,4
6,96,4,2,5
7,78,0,5,5
8,59,5,8,5
9,105,3,2,5
10,102,2,8,4
11,88,4,2,6
12,104,3,2,5
13,84,5,8,6
14,96,3,2,5
15,92,3,2,5
16,80,13,5,5
17,82,3,2,5
18,83,2,2,4
19,80,3,5,4
20,80,2,5,4
21,104,3,2,5
22,104,4,2,5
23,81,4,2,5
24,67,3,5,5
25,96,3,2,4
26,97,3,2,5
27,85,2,2,4
28,81,2,2,4
29,102,5,5,5
30,75,2,2,4
31,97,4,2,5
32,91,7,13,5
33,92,7,2,5
34,92,3,2,5
35,109,4,4,6
36,100,5,2,5
37,92,5,8,5
38,93,5,11,5
39,82,3,5,5
40,86,9,2,5
41,97,2,3,4
42,100,5,10,5
43,83,4,5,5
44,76,2,5,4
45,97,11,7,5
46,98,3,4,5
47,58,8,5,5
48,98,9,2,5
49,91,6,5,5
50,102,3,5,5
51,85,6,2,5
52,88,5,5,4
53,105,3,2,5
54,80,2,2,4
55,92,3,2,5
56,94,3,6,4
57,105,3,5,5
58,102,5,10,5
59,94,6,5,5
60,96,3,8,5
61,81,3,3,5
62,92,2,2,4
63,81,4,2,4
64,87,4,3,5
65,83,3,2,5
66,81,2,2,4
67,77,10,2,5
68,78,3,5,5
69,105,3,2,5
70,88,6,5,5
71,103,3,5,5
72,70,3,2,4
73,104,5,5,5
74,75,11,6,5
75,67,3,8,5
76,81,3,3,5
77,68,3,5,5
78,83,2,2,4
79,80,2,3,4
80,75,6,2,5
81,94,2,5,4
82,89,6,15,5
83,103,3,5,5
84,84,2,5,4
85,94,3,10,5
86,104,3,5,5
87,105,3,2,5
88,74,5,11,5
89,106,2,2,4
90,82,4,8,5
91,100,2,2,4
92,104,2,2,4
93,98,7,2,5
94,85,7,4,5
95,78,3,3,5
96,72,3,2,5
97,82,4,2,5
98,76,5,12,5
99,68,6,6,5
100,85,4,2,5
101,96,8,5,5
102,76,3,4,4
103,83,3,2,5
104,80,5,2,4
105,95,2,5,4
106,70,5,18,5
107,96,10,5,5
108,76,5,2,6
109,90,4,6,5
110,94,5,13,5
111,87,2,2,4
112,97,2,2,4
113,76,4,6,5
114,87,3,5,5
115,95,3,2,4
116,93,4,8,5
117,77,2,2,4
118,110,4,2,5
119,110,2,2,4
120,84,3,5,4
121,77,4,5,5
122,88,3,2,5
123,78,5,2,6
124,85,3,2,5
125,97,3,2,5
126,68,5,2,5
127,103,2,2,4
128,77,9,21,5
129,76,3,6,5
130,103,4,5,5
131,85,2,7,4
132,103,3,2,5
133,99,2,2,4
134,100,4,2,6
135,78,8,5,5
136,82,2,2,4
137,98,5,5,5
138,97,6,5,6
139,102,5,2,5
140,79,2,5,4
141,103,2,2,4
142,78,5,14,5
143,104,15,2,5
144,96,4,8,6
145,99,3,4,4
146,83,5,5,5
147,91,3,10,5
148,75,2,2,4
149,77,3,5,5
150,101,3,2,6
151,85,3,8,4
152,103,3,5,5
153,73,2,2,4
154,98,3,11,5
155,98,3,8,5
156,95,7,5,5
157,76,6,14,5
158,79,4,2,4
159,77,5,5,5
160,104,7,14,5
161,84,2,2,4
162,75,5,5,5
163,95,2,2,4
164,89,2,2,4
165,92,3,2,5
166,77,14,2,4
167,84,2,2,4
168,73,2,7,4
169,95,4,8,6
170,92,3,11,5
171,76,3,2,5
172,96,3,2,5
173,77,3,11,4
174,78,2,2,4
175,88,3,3,5
176,72,3,3,5
177,60,5,7,6
178,88,3,5,5
179,88,2,2,4
180,62,2,5,4
181,93,5,12,6
182,104,2,2,4
183,76,4,6,5
184,111,2,2,4
185,95,4,2,4
186,83,3,2,5
187,71,4,19,4
188,79,4,5,5
189,84,4,2,5
190,67,3,11,5
191,81,10,2,5
192,84,4,2,5
193,102,4,5,4
194,89,3,3,4
195,72,3,9,5
196,92,4,2,5
197,80,4,2,5
198,96,3,2,5
199,82,3,2,5
200,98,4,5,5
201,67,3,2,5
202,85,0,6,5
203,98,3,2,5
204,104,2,3,4
205,98,3,2,5
206,107,4,5,4
207,85,4,2,5
208,101,4,2,5
209,99,2,2,4
210,82,3,6,5
211,111,2,2,4
212,69,3,10,5
213,96,3,2,5
214,82,2,2,4
215,83,6,5,5
216,91,2,11,6
217,68,3,2,5
218,82,2,2,4
219,102,6,5,5
220,104,2,3,4
221,103,3,2,5
222,78,5,2,6
223,85,2,2,4
224,75,6,5,5
225,98,5,2,5
226,61,6,7,5
227,74,3,5,5
228,78,2,2,4
229,78,2,2,4
230,98,3,2,5
231,100,2,2,4
232,98,3,2,5
233,80,2,2,4
234,95,7,6,5
235,95,3,11,4
236,83,4,2,5
237,72,3,2,5
238,78,5,5,5
239,102,3,5,5
240,98,2,2,4
241,96,3,8,5
242,83,6,5,4
243,103,7,2,5
244,98,3,3,5
245,100,5,2,4
246,92,3,8,4
247,96,5,2,5
248,101,3,5,5
249,103,4,3,5
