,Correction,Forward,Successor,init
0,1,1,3,3
1,5,1,3,4
2,8,2,4,3
3,5,1,8,3
4,4,4,3,5
5,7,1,3,3
6,8,1,5,3
7,3,0,4,3
8,4,2,3,4
9,8,1,2,3
10,9,1,2,3
11,2,1,2,3
12,7,3,4,5
13,2,2,4,4
14,6,1,2,3
15,2,1,2,3
16,7,3,3,3
17,5,1,2,3
18,3,1,3,3
19,2,2,2,4
20,5,1,6,3
21,9,1,2,3
22,8,1,2,3
23,7,1,3,3
24,5,3,3,3
25,7,1,2,3
26,9,2,5,4
27,1,2,3,4
28,2,1,2,3
29,8,2,3,4
30,6,3,4,3
31,6,1,2,3
32,5,2,5,3
33,9,1,2,3
34,8,2,2,3
35,9,1,3,3
36,7,1,2,3
37,8,1,5,3
38,9,1,3,3
39,3,2,4,4
40,2,1,2,3
41,5,1,2,3
42,7,2,3,4
43,1,1,2,3
44,2,2,8,3
45,5,1,6,3
46,7,1,2,3
47,3,1,3,3
48,8,3,7,4
49,2,2,3,5
