,Correction,Forward,Successor,init
0,191,7,5,9
1,188,6,2,8
2,190,6,3,9
3,187,9,2,11
4,181,5,9,7
5,179,7,9,9
6,179,10,9,10
7,200,5,2,7
8,188,5,9,7
9,189,4,3,7
10,178,5,11,7
11,190,4,2,6
12,184,7,2,9
13,186,5,11,7
14,192,7,2,9
15,185,7,6,9
16,184,8,6,9
17,193,6,2,8
18,189,6,2,8
19,184,9,11,9
20,199,8,7,10
21,179,5,2,7
22,190,7,2,8
23,194,4,10,6
24,186,5,14,7
25,180,5,7,7
26,211,4,3,7
27,190,9,2,11
28,185,8,2,10
29,183,8,16,10
30,200,8,2,10
31,196,5,3,7
32,174,7,24,9
33,183,4,3,7
34,186,6,2,8
35,183,5,16,7
36,182,5,6,7
37,193,6,2,8
38,181,6,6,7
39,191,4,2,6
40,187,6,2,7
41,180,7,2,9
42,179,7,33,7
43,194,5,7,7
44,192,6,10,8
45,180,5,2,7
46,179,5,6,7
47,185,8,10,10
48,189,3,2,5
49,184,4,14,6
50,181,7,7,9
51,195,4,2,6
52,180,5,9,7
53,190,7,2,9
54,188,6,2,8
55,186,4,2,6
56,191,4,36,7
57,182,7,9,8
58,182,6,2,9
59,189,5,8,6
60,184,8,24,10
61,184,6,2,8
62,189,9,2,11
63,199,6,2,8
64,192,6,7,8
65,182,8,2,10
66,201,8,3,10
67,185,4,2,6
68,192,6,6,8
69,177,4,2,6
70,186,5,10,7
71,181,7,13,8
72,185,6,2,8
73,175,5,8,7
74,191,4,7,5
75,190,8,13,10
76,184,6,8,8
77,187,6,6,8
78,187,4,2,6
79,186,6,2,8
80,197,9,11,11
81,179,6,10,7
82,188,4,63,6
83,188,5,8,6
84,189,6,2,8
85,191,5,11,7
86,188,7,6,8
87,176,6,2,8
88,177,8,24,10
89,183,5,2,7
90,194,5,14,7
91,182,6,2,8
92,185,4,2,6
93,182,7,2,9
94,183,4,27,6
95,201,6,9,8
96,185,7,2,9
97,182,7,7,8
98,186,6,26,8
99,183,8,16,10
100,187,9,9,10
101,180,4,12,5
102,192,7,7,9
103,188,6,2,8
104,187,7,2,6
105,194,4,7,6
106,199,6,2,8
107,189,6,8,7
108,185,7,7,9
109,185,4,14,6
110,188,8,7,10
111,184,7,2,9
112,181,9,2,11
113,191,6,14,7
114,184,7,18,9
115,195,6,2,8
116,179,6,27,8
117,182,4,2,6
118,183,5,2,7
119,184,5,2,7
120,188,7,7,9
121,192,8,2,10
122,193,6,2,8
123,199,3,3,5
124,188,5,2,7
125,189,6,3,9
126,186,7,2,9
127,185,4,2,6
128,201,8,10,9
129,180,5,18,6
130,183,5,9,7
131,184,8,10,10
132,181,7,11,9
133,177,5,2,7
134,181,7,9,8
135,185,3,25,5
136,194,4,2,6
137,191,8,15,10
138,179,6,18,8
139,180,3,2,5
140,192,5,6,7
141,181,7,2,9
142,200,5,10,7
143,177,4,14,6
144,191,7,51,9
145,184,6,6,8
146,189,4,22,6
147,188,9,15,10
148,199,10,10,11
149,201,7,6,8
150,184,5,2,7
151,180,4,15,6
152,184,4,10,6
153,190,9,2,10
154,183,4,21,6
155,181,7,22,9
156,178,4,6,5
157,202,9,2,10
158,199,4,2,6
159,196,3,2,5
160,184,4,2,6
161,179,7,2,9
162,192,5,17,7
163,196,6,2,9
164,181,4,2,6
165,187,9,17,11
166,181,4,2,6
167,180,4,2,6
168,185,8,24,9
169,183,9,10,11
170,174,8,29,10
171,186,8,2,10
172,194,7,2,9
173,186,5,15,7
174,201,4,2,6
175,194,6,2,8
176,186,5,14,7
177,187,8,9,10
178,193,7,6,9
179,195,4,2,6
180,187,9,14,11
181,181,8,2,10
182,178,8,2,10
183,179,9,23,10
184,181,5,10,7
185,183,7,2,9
186,185,5,2,7
187,184,7,29,7
188,201,9,6,11
189,191,5,2,7
190,184,9,23,11
191,197,3,2,5
192,188,4,2,6
193,182,5,23,7
194,185,8,2,10
195,203,8,9,10
196,185,5,2,7
197,195,4,2,6
198,182,8,2,10
199,183,6,2,8
200,178,5,16,6
201,188,7,2,9
202,187,0,22,10
203,182,4,2,6
204,189,4,3,7
205,179,8,6,10
206,182,5,7,7
207,191,5,2,7
208,183,5,2,7
209,183,7,2,8
210,191,5,10,7
211,182,5,2,7
212,191,6,2,8
213,191,9,2,11
214,202,7,2,9
215,190,6,8,7
216,187,0,39,11
217,187,5,2,7
218,195,5,2,6
219,182,6,2,8
220,189,5,10,7
221,182,5,2,7
222,202,7,2,9
223,191,7,2,9
224,198,7,6,8
225,180,5,2,6
226,186,9,18,10
227,199,8,2,10
228,192,8,2,10
229,182,9,2,11
230,181,5,2,7
231,182,6,6,8
232,196,8,2,10
233,187,6,2,8
234,194,4,18,6
235,182,7,19,9
236,180,7,2,8
237,188,5,2,7
238,199,7,10,9
239,181,6,10,8
240,195,8,2,10
241,180,6,21,8
242,190,5,6,6
243,179,9,2,11
244,178,8,2,10
245,194,3,2,5
246,182,8,9,10
247,181,8,2,10
248,184,4,2,6
249,187,5,20,7
250,178,5,18,7
251,188,9,2,11
