,Correction,Forward,Successor,init
0,5,2,5,4
1,2,1,2,3
2,2,3,6,4
3,2,2,6,4
4,5,1,3,3
5,2,2,3,4
6,5,1,2,3
7,1,0,4,3
8,2,1,3,3
9,2,1,2,3
10,2,1,5,3
11,5,3,2,4
12,4,1,2,3
13,5,1,4,3
14,1,1,2,3
15,6,3,3,5
16,1,1,3,3
17,2,1,2,3
18,6,1,2,3
19,4,2,3,3
20,1,1,5,3
21,3,1,2,3
22,2,2,3,3
23,2,1,2,3
24,1,1,3,3
25,3,1,2,3
26,3,2,2,4
27,5,1,2,3
28,4,1,2,3
29,2,1,3,3
30,1,1,2,3
31,2,1,3,3
32,2,1,6,3
33,4,2,2,3
34,4,2,2,4
35,4,1,4,3
36,3,2,2,4
37,1,1,4,3
38,4,1,7,3
39,7,2,4,4
40,5,2,2,3
41,2,1,2,3
42,4,1,6,3
43,2,2,3,4
44,6,1,3,3
45,1,1,4,3
46,2,1,3,3
47,2,1,3,3
48,2,1,2,3
49,7,1,3,3
50,3,1,3,3
51,3,1,2,3
52,5,1,3,3
53,3,1,2,3
54,4,1,2,3
55,6,1,2,3
56,5,1,4,3
57,2,2,3,4
58,5,1,5,3
59,4,1,3,3
60,5,1,3,3
61,6,2,2,4
62,4,1,2,3
63,1,1,2,3
64,5,1,3,3
65,7,1,2,3
66,0,2,2,4
67,1,1,2,3
68,5,1,4,3
69,1,1,2,3
70,6,3,3,4
71,1,1,4,3
72,1,2,2,4
73,2,1,3,3
74,6,1,5,3
75,5,1,4,3
76,6,1,2,3
77,1,1,5,3
78,6,1,2,3
79,4,1,2,3
80,1,2,3,3
81,3,1,3,3
82,1,2,9,3
83,2,1,3,3
84,7,1,3,3
85,3,2,4,3
86,2,1,3,3
87,1,2,2,3
88,6,1,5,3
89,2,1,2,3
90,3,1,4,3
91,2,1,2,3
92,4,1,2,3
93,4,1,2,3
94,5,1,3,3
95,0,2,2,3
96,1,1,2,3
97,6,3,2,4
98,6,1,5,3
99,1,1,3,3
100,5,2,2,4
101,3,2,3,3
102,6,1,3,3
103,6,1,2,3
104,2,1,2,3
105,1,1,3,3
106,2,1,8,3
107,3,1,3,3
108,1,1,2,3
109,6,1,3,3
110,4,1,4,3
111,5,1,2,3
112,2,1,2,3
113,6,3,4,4
114,5,1,3,3
115,1,1,2,3
116,4,2,6,3
117,5,1,2,3
118,4,1,3,3
119,4,1,2,3
120,5,1,3,3
121,6,2,3,4
122,5,1,2,3
123,2,1,2,3
124,6,1,2,3
125,3,1,3,3
126,1,1,2,3
127,1,1,2,3
128,3,2,11,3
129,5,1,3,3
130,4,2,3,3
131,4,1,5,3
132,5,1,3,3
133,2,1,2,3
134,2,1,3,3
135,2,1,4,3
136,2,1,2,3
137,1,1,2,3
138,2,1,3,3
139,4,1,2,3
140,7,1,3,3
141,2,1,2,3
142,1,2,4,4
143,3,2,2,3
144,1,2,5,3
145,1,1,3,3
146,6,2,4,3
147,4,1,5,3
148,2,1,5,3
149,3,1,4,3
150,1,1,2,3
151,5,1,4,3
152,4,1,3,3
153,4,2,2,3
154,1,1,5,3
155,5,1,6,3
156,2,1,3,3
157,1,1,4,3
158,2,1,2,3
159,2,1,2,3
160,4,1,5,3
161,7,1,2,3
162,2,1,3,3
163,1,1,2,3
164,5,1,2,3
165,4,1,2,3
166,5,2,2,4
167,7,1,2,3
168,4,1,5,3
169,3,2,6,3
170,2,1,4,3
171,1,2,2,4
172,1,1,2,3
173,5,1,4,3
174,1,1,2,3
175,3,1,4,3
176,3,1,3,3
177,2,1,2,3
178,5,1,3,3
179,2,1,2,3
180,2,1,3,3
181,5,1,5,3
182,3,1,2,3
183,5,2,4,3
184,5,1,2,3
185,2,1,4,3
186,6,1,2,3
187,5,1,10,3
188,0,1,2,3
189,7,1,2,3
190,1,2,4,4
191,2,1,2,3
192,2,2,2,3
193,1,1,2,3
194,5,1,2,3
