,Correction,Forward,Successor,init
0,199,6,13,8
1,179,4,2,6
2,195,4,2,6
3,175,7,2,9
4,176,4,6,5
5,168,6,7,8
6,188,5,2,7
7,207,4,2,6
8,177,7,8,7
9,198,3,2,5
10,170,5,12,7
11,197,3,2,5
12,174,4,2,6
13,195,4,12,6
14,199,5,2,7
15,193,4,6,6
16,174,5,5,7
17,199,5,2,6
18,192,5,2,7
19,195,7,7,8
20,203,7,6,9
21,172,9,2,11
22,199,5,2,6
23,200,3,12,5
24,177,6,9,8
25,167,7,7,9
26,200,4,2,6
27,199,6,2,8
28,196,5,2,7
29,171,6,10,7
30,207,7,2,9
31,201,7,2,9
32,165,4,23,6
33,190,3,2,5
34,193,4,2,6
35,170,5,6,6
36,168,5,2,7
37,200,8,2,10
38,189,5,6,7
39,193,6,2,8
40,196,4,2,5
41,169,6,2,8
42,169,8,30,6
43,202,5,7,6
44,194,7,7,8
45,170,4,2,6
46,168,4,6,6
47,173,10,9,9
48,198,7,2,8
49,191,3,13,5
50,169,5,6,7
51,204,7,2,9
52,174,5,7,7
53,198,7,2,9
54,198,7,3,9
55,195,4,2,6
56,200,5,6,7
57,172,7,6,9
58,169,4,2,6
59,198,6,7,7
60,192,9,19,10
61,186,6,2,8
62,196,5,2,7
63,202,9,2,10
64,201,7,7,9
65,183,5,2,7
66,206,7,2,9
67,175,8,2,6
68,194,6,5,8
69,168,5,2,7
70,191,5,9,6
71,171,8,12,10
72,174,6,2,8
73,166,4,10,6
74,194,5,14,5
75,176,7,12,9
76,187,5,9,7
77,177,4,6,6
78,190,4,2,6
79,197,7,2,9
80,201,5,6,7
81,168,5,8,7
82,199,5,53,6
83,198,3,6,5
84,199,4,3,6
85,196,4,28,6
86,198,6,7,7
87,167,5,2,7
88,180,6,12,8
89,174,5,2,7
90,203,4,15,6
91,170,5,2,7
92,177,4,2,6
93,190,7,2,9
94,192,3,17,5
95,207,5,7,7
96,173,8,2,10
97,184,5,2,7
98,191,6,19,8
99,171,6,8,7
100,196,7,8,9
101,167,5,10,5
102,194,7,7,8
103,191,3,2,5
104,178,6,2,5
105,205,4,7,6
106,204,4,2,6
107,199,5,8,6
108,174,9,6,10
109,192,5,11,6
110,198,7,2,9
111,195,7,2,9
112,170,7,2,9
113,192,7,14,9
114,195,7,9,9
115,206,4,2,6
116,187,4,19,6
117,179,3,2,5
118,170,4,2,6
119,171,5,2,7
120,196,5,6,7
121,193,7,2,9
122,202,5,2,7
123,206,3,2,5
124,199,5,2,6
125,194,6,2,7
126,175,5,2,7
127,174,4,2,6
128,208,6,9,8
129,176,4,16,5
130,185,4,7,6
131,195,8,9,10
132,187,4,7,6
133,167,7,2,9
134,169,5,2,7
135,176,4,17,5
136,200,4,2,6
137,198,7,14,9
138,168,5,11,7
139,170,3,2,5
140,194,5,5,7
141,170,4,2,6
142,202,5,23,7
143,170,8,12,8
144,199,5,28,7
145,175,4,5,6
146,196,4,22,5
147,194,8,24,9
148,207,7,2,8
149,207,5,7,7
150,175,5,2,7
151,176,3,10,5
152,174,4,10,6
153,177,5,2,7
154,172,4,15,6
155,189,4,18,6
156,168,5,8,6
157,208,6,2,8
158,205,4,3,5
159,202,3,2,5
160,184,6,2,7
161,179,6,2,8
162,199,4,20,6
163,207,4,2,6
164,176,3,2,5
165,194,7,15,9
166,178,6,2,6
167,180,6,2,8
168,173,5,21,7
169,169,8,9,9
170,164,4,24,6
171,173,6,3,7
172,204,4,2,6
173,197,5,17,7
174,207,4,3,6
175,203,5,2,6
176,177,5,9,7
177,178,4,8,6
178,203,5,6,7
179,203,4,2,6
180,176,7,10,8
181,186,6,19,8
182,172,4,2,6
183,180,7,17,9
184,168,5,2,6
185,171,7,2,9
186,188,3,2,5
187,175,6,24,7
188,206,7,6,9
189,198,4,2,5
190,172,5,19,7
191,204,3,2,5
192,179,4,2,5
193,172,5,11,7
194,195,6,3,8
195,206,5,22,7
196,193,4,2,5
197,201,3,2,5
198,169,8,2,9
199,185,6,2,8
200,186,5,15,6
201,176,6,2,8
202,195,0,20,9
203,189,3,2,5
204,199,4,2,6
205,168,6,5,8
206,172,4,10,6
207,200,4,2,5
208,174,4,2,6
209,170,6,2,8
210,197,3,9,5
211,169,5,2,7
212,180,5,2,7
213,200,7,2,9
214,207,6,2,8
215,197,5,6,6
216,195,0,30,9
217,177,5,2,7
218,201,5,2,6
219,172,5,2,7
220,197,4,7,6
221,186,5,2,7
222,207,5,2,7
223,200,6,2,8
224,203,6,5,8
225,187,4,2,6
226,174,8,15,9
227,206,7,2,9
228,194,6,2,8
229,178,4,2,6
230,188,3,2,5
231,170,5,6,7
232,200,7,2,9
233,198,5,2,7
234,198,3,17,5
235,167,8,16,8
236,181,5,2,7
237,178,4,2,6
238,203,4,8,6
239,184,4,9,6
240,199,7,2,9
241,189,6,18,8
242,195,4,15,5
243,170,4,2,6
244,168,6,2,8
245,199,3,2,5
246,171,6,9,8
247,169,4,2,6
248,173,4,5,6
249,196,3,19,5
250,169,4,14,6
251,195,6,2,8
