,Correction,Forward,Successor,init
0,36,3,9,5
1,75,2,2,4
2,71,4,2,5
3,84,2,2,4
4,99,4,5,5
5,69,3,5,4
6,72,6,2,6
7,35,2,2,4
8,71,5,8,5
9,85,3,2,5
10,66,2,7,4
11,39,2,2,4
12,74,3,3,5
13,27,4,6,5
14,67,3,2,5
15,35,3,2,5
16,65,13,5,5
17,44,2,3,4
18,81,2,2,4
19,33,3,4,4
20,34,3,4,5
21,66,3,2,5
22,83,4,2,5
23,43,4,3,5
24,55,3,5,5
25,66,3,2,4
26,77,3,2,5
27,38,2,2,4
28,32,2,4,4
29,72,4,5,4
30,40,4,2,5
31,64,3,2,5
32,65,6,14,5
33,70,4,2,4
34,68,3,2,5
35,79,3,3,5
36,72,4,2,5
37,65,5,6,5
38,73,2,5,4
39,80,3,5,5
40,30,8,2,5
41,68,2,2,4
42,69,7,10,5
43,40,4,5,5
44,69,2,4,4
45,77,3,2,5
46,70,3,5,5
47,70,7,5,4
48,74,11,2,5
49,81,8,5,5
50,64,3,5,5
51,41,4,2,5
52,100,6,5,5
53,84,4,2,6
54,32,2,2,4
55,35,3,2,5
56,76,3,5,4
57,77,4,5,6
58,67,4,7,5
59,70,7,5,5
60,75,4,9,5
61,97,3,2,5
62,68,2,2,4
63,35,7,2,4
64,41,4,3,5
65,99,4,2,6
66,41,2,2,4
67,63,12,2,6
68,70,3,5,5
69,77,3,2,5
70,76,6,5,5
71,74,3,4,5
72,57,3,2,4
73,73,6,5,5
74,65,15,6,6
75,85,3,8,5
76,97,3,3,5
77,56,3,4,5
78,95,3,2,5
79,32,2,2,4
80,41,6,2,5
81,66,2,5,4
82,66,7,13,5
83,80,3,5,5
84,32,2,5,4
85,70,3,10,5
86,82,5,5,5
87,77,4,2,6
88,90,4,11,4
89,76,2,2,4
90,38,4,8,5
91,72,2,2,4
92,75,2,2,4
93,76,8,2,5
94,30,8,4,5
95,33,4,8,5
96,61,4,2,5
97,97,5,2,5
98,69,3,11,4
99,56,7,6,5
100,38,4,2,5
101,66,9,5,5
102,69,3,3,4
103,95,3,2,5
104,73,5,2,4
105,70,2,5,4
106,28,4,17,5
107,76,9,5,5
108,62,4,2,5
109,80,4,6,5
110,68,5,17,5
111,33,3,2,5
112,67,3,2,4
113,66,4,5,5
114,34,2,5,4
115,71,3,2,4
116,70,3,7,4
117,91,2,2,4
118,79,3,2,4
119,79,2,2,4
120,37,3,3,4
121,68,3,5,5
122,42,3,2,5
123,35,4,2,5
124,33,3,2,5
125,72,3,2,5
126,56,4,2,5
127,78,2,2,4
128,47,3,3,5
129,89,3,9,5
130,83,4,5,5
131,32,2,6,4
132,87,3,2,5
133,68,2,2,4
134,72,3,2,5
135,71,8,4,5
136,44,2,2,4
137,65,4,5,5
138,69,5,5,5
139,73,5,2,5
140,70,2,4,4
141,65,2,3,4
142,32,4,17,5
143,77,15,6,4
144,62,3,8,5
145,74,3,3,4
146,32,5,8,5
147,64,4,9,5
148,38,4,2,4
149,42,3,5,5
150,75,4,2,6
151,99,2,5,4
152,73,2,5,4
153,87,2,2,4
154,72,3,11,5
155,81,4,6,6
156,63,9,5,5
157,35,8,12,5
158,36,4,2,4
159,43,5,5,5
160,87,6,14,5
161,100,2,2,4
162,37,5,5,5
163,71,2,2,4
164,101,2,2,4
165,68,3,2,5
166,91,12,2,4
167,100,2,2,4
168,86,3,7,5
169,64,2,8,4
170,62,3,10,5
171,62,3,2,5
172,71,3,2,5
173,26,4,12,4
174,36,2,2,4
175,42,3,2,5
176,65,2,3,4
177,72,3,6,5
178,41,3,5,5
179,43,2,2,4
180,71,2,8,4
181,73,3,11,5
182,87,2,2,4
183,88,5,9,5
184,80,2,2,4
185,65,4,2,4
186,99,3,2,5
187,85,6,13,4
188,39,4,5,5
189,82,4,2,5
190,59,3,11,5
191,38,8,2,5
192,76,4,2,6
193,72,5,5,4
194,36,2,2,4
195,38,3,6,5
196,82,4,2,5
197,46,4,2,5
198,66,3,2,5
199,97,3,2,5
200,76,6,5,6
201,87,2,2,4
202,38,0,6,5
203,74,3,2,5
204,83,2,2,4
205,68,3,2,5
206,73,7,5,4
207,35,3,2,5
208,75,4,2,5
209,69,2,2,4
210,80,3,4,5
211,80,3,2,5
212,60,4,8,6
213,72,3,2,5
214,43,3,2,5
215,81,7,4,5
216,73,1,14,5
217,56,3,2,5
218,44,2,2,4
219,77,4,2,5
220,83,3,3,5
221,86,3,3,5
222,45,3,2,4
223,38,2,2,4
224,33,4,5,5
225,74,6,2,5
226,83,4,4,5
227,39,3,5,5
228,70,2,2,4
229,92,3,2,4
230,74,3,2,5
231,72,2,2,4
232,64,3,2,5
233,32,2,2,4
234,61,10,6,5
235,64,3,11,4
236,99,4,2,5
237,61,3,2,5
238,32,5,4,5
239,86,3,5,5
240,64,2,2,4
241,73,4,8,5
242,34,6,5,4
243,66,6,2,5
244,68,2,2,4
245,69,5,2,4
246,63,3,8,4
247,66,4,2,5
248,76,3,5,5
249,81,3,9,5
250,66,12,6,5
251,68,3,2,5
252,69,3,10,4
253,63,4,2,5
254,42,7,16,5
255,91,4,8,5
256,38,2,3,4
257,87,3,2,5
258,68,5,2,5
259,44,3,2,4
260,35,3,3,5
261,85,2,5,4
262,35,3,2,4
263,63,5,11,4
264,68,4,7,5
265,74,3,6,4
266,58,3,2,5
267,98,3,5,4
268,72,6,5,5
269,68,3,2,5
