,Correction,Forward,Successor,init
0,204,7,15,8
1,155,4,2,6
2,241,8,2,9
3,153,8,2,10
4,158,7,7,8
5,196,5,10,7
6,231,4,2,6
7,218,5,2,7
8,153,7,6,7
9,247,5,2,7
10,227,5,17,7
11,200,6,2,8
12,224,6,2,8
13,192,4,12,6
14,233,8,2,10
15,189,4,7,6
16,171,10,6,10
17,218,5,2,7
18,174,4,2,6
19,192,7,8,8
20,220,7,8,9
21,229,8,2,10
22,247,7,2,8
23,219,4,11,6
24,154,6,14,7
25,210,6,7,8
26,250,4,2,6
27,206,6,2,8
28,194,6,2,8
29,182,7,17,7
30,228,8,2,10
31,233,8,2,10
32,191,6,29,6
33,236,4,2,6
34,239,7,2,9
35,224,6,7,8
36,202,6,2,7
37,234,8,2,10
38,234,4,7,6
39,175,4,2,6
40,191,8,2,6
41,182,4,2,6
42,215,11,36,7
43,210,7,7,7
44,183,6,7,8
45,192,8,2,10
46,197,6,6,8
47,152,8,14,7
48,237,5,2,6
49,186,6,15,6
50,226,5,7,7
51,211,6,2,7
52,156,8,7,8
53,246,6,2,8
54,197,5,2,7
55,191,4,2,6
56,249,5,10,6
57,185,5,10,7
58,226,5,2,7
59,236,5,7,6
60,244,10,20,11
61,167,5,2,7
62,241,8,2,10
63,219,9,2,9
64,206,7,7,9
65,164,5,2,7
66,219,9,2,11
67,166,14,2,11
68,186,5,8,7
69,192,5,3,7
70,185,7,11,7
71,181,5,14,7
72,157,5,2,7
73,192,9,10,10
74,179,8,12,6
75,154,6,12,8
76,167,4,7,6
77,155,4,7,6
78,172,4,2,6
79,195,7,2,9
80,222,6,7,7
81,209,4,9,6
82,234,11,59,8
83,236,5,6,7
84,198,6,2,8
85,233,5,26,7
86,246,6,7,6
87,193,5,2,7
88,159,6,12,8
89,186,5,2,7
90,209,6,17,8
91,202,5,2,7
92,226,6,2,8
93,233,10,2,10
94,186,6,24,6
95,219,6,8,8
96,160,7,2,8
97,165,4,2,6
98,184,6,20,8
99,157,6,10,7
100,203,6,9,8
101,211,10,12,10
102,182,8,7,8
103,173,4,2,6
104,154,7,2,6
105,241,7,8,9
106,222,6,2,8
107,249,7,6,6
108,164,5,7,6
109,185,6,14,7
110,236,8,2,10
111,191,6,2,8
112,182,5,2,7
113,179,9,16,10
114,191,6,10,8
115,243,7,2,9
116,231,6,19,8
117,158,5,2,7
118,225,5,2,7
119,225,5,2,7
120,200,6,7,7
121,179,8,2,9
122,208,6,2,8
123,217,5,2,6
124,197,7,2,7
125,241,7,2,9
126,157,5,2,7
127,174,5,2,7
128,232,6,7,8
129,156,4,18,6
130,236,6,10,7
131,190,6,16,8
132,240,5,2,7
133,183,8,2,10
134,202,6,2,8
135,153,5,22,7
136,219,5,2,7
137,232,7,13,9
138,198,6,11,7
139,214,9,2,10
140,186,5,6,7
141,227,5,3,7
142,216,8,31,9
143,228,9,18,7
144,230,9,23,10
145,177,6,6,7
146,196,5,21,6
147,240,9,25,10
148,228,9,2,10
149,231,6,7,8
150,179,6,2,8
151,156,4,15,6
152,224,5,10,7
153,155,5,2,7
154,174,5,22,7
155,241,8,17,10
156,185,10,6,10
157,221,7,2,9
158,216,6,2,6
159,222,5,2,7
160,239,6,2,8
161,162,4,2,6
162,217,5,12,7
163,244,7,2,9
164,158,4,2,6
165,240,8,10,10
166,157,8,2,7
167,162,5,3,7
168,153,4,18,6
169,206,6,13,7
170,181,8,26,10
171,163,9,2,10
172,240,7,2,9
173,195,6,22,7
174,219,5,2,7
175,210,5,2,7
176,151,6,14,8
177,154,8,7,10
178,208,6,8,8
179,213,4,2,6
180,153,7,12,8
181,230,7,24,9
182,229,5,3,7
183,157,7,22,9
184,225,7,2,7
185,181,6,2,7
186,170,4,2,6
187,149,6,26,6
188,219,8,7,9
189,182,5,2,6
190,160,5,21,7
191,214,5,2,6
192,153,4,2,6
193,176,6,16,7
194,192,5,2,7
195,227,8,22,10
196,189,5,2,6
197,221,4,2,6
198,209,5,2,7
199,166,5,2,7
200,231,6,17,7
201,154,6,2,8
202,199,1,25,10
203,234,5,2,7
204,248,5,2,7
205,182,4,6,6
206,223,6,10,7
207,199,5,2,6
208,179,7,2,9
209,206,5,2,7
210,179,4,7,6
211,225,5,2,7
212,155,5,2,7
213,238,8,2,10
214,220,8,2,10
215,181,7,8,7
216,248,1,40,10
217,157,5,2,7
218,220,6,2,7
219,180,8,2,9
220,245,7,8,9
221,238,5,2,7
222,231,6,2,8
223,207,7,2,9
224,221,8,7,9
225,232,5,2,7
226,151,9,11,10
227,226,5,2,7
228,182,7,2,9
229,159,8,2,10
230,233,5,2,7
231,201,6,6,8
232,232,7,2,9
233,196,5,2,7
234,230,4,14,6
235,203,6,18,7
236,162,6,2,7
237,155,5,2,7
238,221,8,8,9
239,238,6,10,8
240,231,5,2,7
241,232,9,18,10
242,198,6,17,6
243,228,9,2,10
244,183,5,2,7
245,231,4,2,6
246,180,4,15,6
247,209,8,2,10
248,174,8,8,10
249,245,6,22,8
250,188,10,11,10
251,240,9,2,10
252,233,5,12,6
253,233,9,2,10
254,230,9,19,8
255,153,4,2,6
256,201,5,2,7
257,155,7,9,9
258,237,6,2,6
259,232,6,2,8
260,217,5,7,7
261,153,6,9,8
262,193,5,2,7
263,230,7,16,6
264,239,7,14,9
265,179,5,8,7
266,157,5,2,7
267,157,5,7,6
268,231,7,7,9
269,240,5,2,7
270,206,7,2,9
271,215,7,41,8
272,209,5,2,7
273,217,5,8,7
274,151,5,31,7
275,234,8,14,9
276,219,9,25,10
277,227,9,58,10
278,236,7,11,7
279,181,5,2,7
280,220,7,2,9
281,238,5,9,7
282,228,8,2,10
283,163,5,2,7
284,152,9,2,9
285,226,8,8,10
286,204,6,2,8
287,157,5,2,7
288,154,8,10,10
289,241,8,10,10
290,237,4,2,6
291,235,4,2,6
292,178,6,13,8
293,171,4,2,6
294,175,4,7,6
295,226,5,8,7
296,215,7,12,7
297,160,8,11,7
298,198,5,9,7
299,230,8,2,10
300,240,5,3,7
301,205,7,2,8
302,155,8,2,10
303,225,8,7,10
304,229,7,2,9
305,186,5,2,7
306,222,4,7,6
307,158,8,2,10
308,232,7,22,6
309,231,6,45,7
310,235,6,2,7
311,241,7,2,9
312,152,5,2,6
313,224,6,17,7
314,178,6,7,7
315,179,7,2,8
316,238,8,2,10
317,230,9,3,9
318,192,5,2,7
319,157,5,2,7
320,149,6,30,6
321,154,9,6,10
322,157,4,2,6
323,227,5,2,7
324,215,4,2,6
