,Correction,Forward,Successor,init
0,9,2,5,4
1,13,2,2,4
2,15,2,5,4
3,15,5,6,4
4,23,2,3,3
5,12,3,4,4
6,18,5,2,4
7,10,0,4,4
8,13,2,2,4
9,17,2,3,4
10,15,2,4,4
11,11,4,2,4
12,14,3,2,5
13,12,2,5,4
14,11,2,2,4
15,18,1,2,3
16,18,7,3,5
17,13,2,3,4
18,23,2,2,4
19,17,2,3,4
20,8,4,6,4
21,16,1,2,3
22,19,2,3,3
23,13,2,2,4
24,15,2,3,3
25,17,2,2,4
26,15,2,2,4
27,10,2,2,4
28,17,2,2,4
29,19,2,2,3
30,10,3,2,5
31,19,3,2,4
32,14,3,6,4
33,18,5,2,4
34,18,1,2,3
35,14,3,3,4
36,18,1,2,3
37,11,2,4,4
38,20,3,6,4
39,23,2,5,4
40,16,4,2,4
41,17,3,2,5
42,15,2,7,4
43,11,2,3,3
44,18,1,3,3
45,17,3,4,4
46,16,1,4,3
47,13,1,3,3
48,15,3,2,3
49,22,2,3,4
50,15,2,3,4
51,11,2,2,3
52,22,3,3,4
53,20,2,2,4
54,14,3,5,4
55,18,2,2,4
56,14,3,4,4
57,20,2,3,4
58,12,4,5,4
59,14,3,4,4
60,14,2,3,4
61,25,2,2,4
62,17,3,2,4
63,11,3,2,4
64,10,1,3,3
65,26,2,2,4
66,9,2,2,4
67,17,3,2,4
68,18,4,4,6
69,18,2,2,4
70,22,1,2,3
71,18,2,3,4
72,17,1,2,3
73,17,1,4,3
74,20,6,3,4
75,18,2,4,4
76,25,2,2,4
77,15,4,4,4
78,25,2,2,4
79,16,1,3,3
80,10,3,3,3
81,17,3,4,4
82,10,3,8,4
83,17,2,4,4
84,12,4,2,4
85,15,2,3,4
86,17,2,3,4
87,18,1,2,3
88,21,4,7,4
89,20,1,2,3
90,10,1,5,3
91,18,1,2,3
92,13,2,2,4
93,18,2,5,3
94,13,2,2,3
95,9,2,2,3
96,14,1,3,3
97,25,3,2,4
98,21,1,5,3
99,13,1,4,3
100,10,3,2,5
101,17,2,2,3
102,20,2,3,4
103,24,1,2,3
104,13,1,2,3
105,12,2,3,4
106,9,3,10,4
107,14,4,4,3
108,15,1,2,3
109,22,2,3,4
110,15,1,5,3
111,13,1,2,3
112,16,2,4,3
113,21,1,3,3
114,16,1,2,3
115,12,2,2,4
116,18,3,6,4
117,23,2,2,4
118,15,1,2,3
119,15,2,2,4
120,10,2,4,4
121,20,2,4,4
122,10,1,4,3
123,10,2,2,4
124,14,2,3,4
125,19,2,2,4
126,16,3,2,4
127,21,2,2,4
128,11,4,11,3
129,22,3,3,4
130,16,1,3,3
131,15,2,6,4
132,16,3,2,4
133,17,1,2,3
134,18,2,2,4
135,13,3,5,3
136,13,1,2,3
137,11,3,2,4
138,16,3,3,3
139,18,1,2,3
140,21,2,3,4
141,15,3,2,5
142,10,1,6,3
143,16,6,2,4
144,19,1,4,3
145,20,1,3,3
146,12,1,4,3
147,17,1,5,3
148,10,1,5,3
149,12,1,3,3
150,20,1,2,3
151,21,5,5,4
152,12,2,4,4
153,19,2,15,3
154,20,2,5,4
155,15,2,6,3
156,14,4,8,3
157,8,1,5,3
158,10,2,3,3
159,11,3,2,3
160,18,2,8,4
161,26,2,2,4
162,12,4,3,4
163,12,2,2,4
164,23,1,2,3
