,Correction,Forward,Successor,init
0,8,3,4,4
1,10,2,2,4
2,13,2,6,4
3,14,2,6,4
4,7,2,3,4
5,12,3,4,4
6,22,4,3,5
7,13,0,4,4
8,10,2,3,4
9,18,2,2,4
10,14,4,5,5
11,9,7,2,4
12,20,2,2,4
13,9,2,4,4
14,25,2,2,4
15,23,2,2,4
16,18,6,3,4
17,24,2,2,4
18,13,2,2,4
19,8,4,4,5
20,12,3,6,4
21,16,2,2,4
22,17,3,3,4
23,17,3,2,4
24,7,3,4,4
25,10,3,3,4
26,15,2,2,4
27,9,2,2,4
28,9,2,2,4
29,15,2,3,4
30,12,2,3,4
31,26,2,4,4
32,10,4,7,4
33,11,3,2,4
34,11,2,2,4
35,21,4,4,4
36,14,2,2,4
37,25,2,4,4
38,23,3,6,4
39,12,2,4,3
40,7,6,2,4
41,8,2,2,4
42,12,2,8,4
43,16,2,3,4
44,17,2,4,4
45,7,6,5,4
46,13,2,3,4
47,10,3,3,4
48,19,6,2,4
49,21,3,3,4
50,14,2,3,4
51,12,2,2,4
52,34,3,4,4
53,23,3,2,5
54,9,2,2,4
55,23,3,2,5
56,13,3,5,4
57,14,1,3,3
58,15,3,6,4
59,19,3,3,4
60,14,2,4,4
61,13,2,2,4
62,11,2,2,4
63,13,3,2,4
64,11,2,3,4
65,13,2,2,4
66,12,2,2,4
67,14,7,3,4
68,18,2,4,4
69,17,1,2,3
70,22,4,2,4
71,17,2,3,4
72,11,2,4,4
73,17,3,4,4
74,11,6,3,4
75,16,1,5,3
76,13,2,2,4
77,7,4,6,4
78,13,2,2,4
79,9,2,2,4
80,13,4,3,4
81,9,2,4,4
82,14,5,9,4
83,22,2,3,4
84,12,2,2,4
85,20,3,3,5
86,17,2,3,4
87,18,2,2,4
88,10,4,5,4
89,15,2,2,4
90,12,2,4,4
91,14,2,2,4
92,13,2,2,4
93,21,5,5,4
94,10,4,2,4
95,12,2,3,4
96,13,2,2,4
97,13,3,2,5
98,22,2,5,4
99,12,3,3,4
100,9,3,2,4
101,11,7,3,4
102,17,3,3,4
103,13,2,2,4
104,10,3,2,4
105,19,3,4,5
106,14,4,9,4
107,14,5,3,4
108,13,3,2,4
109,21,2,4,4
110,20,2,6,4
111,10,2,2,4
112,8,2,4,4
113,13,2,4,4
114,10,2,2,4
115,19,3,2,4
116,22,2,7,4
117,8,2,2,4
118,24,2,2,4
119,24,2,2,4
120,9,2,3,4
121,17,2,3,4
122,12,2,2,4
123,13,3,2,4
124,12,2,2,4
125,14,3,2,5
126,9,3,3,4
127,22,3,2,5
128,13,5,12,4
129,8,3,4,4
130,21,3,3,4
131,8,2,6,4
132,20,2,3,4
133,9,2,2,4
134,14,2,2,4
135,11,4,4,4
136,18,2,3,5
137,25,3,2,4
138,12,3,3,4
139,16,3,2,4
140,21,2,5,4
141,15,2,2,4
142,12,2,6,4
143,16,10,2,4
144,23,2,5,4
145,19,2,3,4
146,12,2,4,4
147,10,3,5,4
148,11,2,5,4
149,13,3,4,5
150,19,2,2,4
151,9,2,4,4
152,19,2,4,4
153,21,2,2,4
154,19,2,7,4
155,15,4,6,4
156,5,5,3,4
157,11,2,5,4
158,14,2,2,4
159,15,4,2,4
160,20,4,8,4
161,15,2,2,4
162,19,3,3,4
163,19,2,2,4
164,35,2,2,4
165,11,2,2,4
166,8,6,2,4
167,13,2,2,3
168,21,2,14,4
169,10,3,5,4
170,6,2,4,4
171,12,2,4,4
172,20,2,2,4
173,8,4,4,5
174,13,3,2,5
175,12,2,2,4
176,8,3,3,4
177,10,2,2,4
178,13,2,3,4
179,16,5,2,5
