,Correction,Forward,Successor,init
0,210,9,5,11
1,203,5,2,7
2,201,7,3,10
3,201,9,2,11
4,196,5,8,7
5,194,5,9,7
6,194,8,12,10
7,215,5,2,7
8,202,6,10,7
9,202,4,3,7
10,190,5,10,7
11,207,5,2,7
12,198,5,2,7
13,204,5,2,7
14,211,8,2,10
15,201,4,7,6
16,195,4,6,6
17,208,6,2,8
18,202,5,2,7
19,201,9,11,10
20,214,6,6,8
21,190,4,2,6
22,203,5,3,7
23,208,4,10,6
24,200,4,14,6
25,191,5,6,7
26,203,3,3,6
27,208,8,2,10
28,202,5,2,7
29,197,7,19,8
30,213,8,3,10
31,213,9,2,11
32,189,5,22,6
33,196,3,3,6
34,199,5,3,8
35,197,4,20,6
36,193,5,6,7
37,211,9,2,10
38,195,4,18,7
39,204,4,2,6
40,203,4,2,5
41,193,7,2,9
42,191,7,39,6
43,209,6,6,7
44,206,7,8,9
45,194,3,2,5
46,194,4,7,6
47,199,9,11,10
48,207,4,6,6
49,200,4,16,6
50,195,7,7,9
51,211,5,2,7
52,195,4,9,6
53,202,5,3,8
54,205,6,2,8
55,202,5,2,7
56,202,4,12,7
57,197,8,10,10
58,196,7,2,9
59,208,5,6,6
60,195,5,25,7
61,198,6,2,8
62,202,8,3,11
63,213,6,2,8
64,209,6,7,7
65,197,5,2,7
66,216,9,2,11
67,196,4,2,6
68,206,7,7,9
69,191,3,2,5
70,204,5,2,7
71,195,5,14,6
72,197,5,2,7
73,189,7,10,7
74,205,5,7,6
75,201,9,12,11
76,197,7,8,8
77,201,8,2,10
78,200,6,2,8
79,203,5,2,7
80,211,5,11,7
81,191,5,10,7
82,208,8,61,9
83,207,4,10,6
84,205,5,2,7
85,209,5,10,7
86,200,4,13,7
87,190,4,2,6
88,194,6,24,8
89,198,7,2,9
90,210,7,13,9
91,194,5,2,7
92,199,5,2,7
93,200,9,6,10
94,203,4,7,6
95,215,5,7,7
96,196,8,2,10
97,196,6,8,7
98,202,7,29,9
99,196,7,15,9
100,205,8,7,10
101,191,7,11,7
102,205,8,16,10
103,201,4,2,6
104,202,4,2,5
105,214,7,7,9
106,215,8,2,10
