,Correction,Forward,Successor,init
0,3,1,4,3
1,7,1,2,3
2,5,2,5,4
3,9,3,8,3
4,6,3,4,3
5,3,2,3,4
6,7,3,4,4
7,3,0,4,3
8,4,2,4,3
9,5,3,2,5
10,4,1,2,3
11,4,1,2,3
12,3,1,2,3
13,7,2,4,4
14,3,2,2,4
15,5,3,2,5
16,6,1,2,3
17,6,1,2,3
18,6,1,2,3
19,6,2,2,3
20,6,1,4,3
21,4,1,2,3
22,5,1,2,3
23,6,2,3,4
24,7,2,3,4
25,2,3,2,4
26,4,1,4,3
27,4,1,2,3
28,4,1,4,3
29,6,1,3,3
30,4,4,5,3
31,3,2,2,3
32,5,2,8,3
33,6,1,2,3
34,6,1,2,3
35,3,1,4,3
36,2,1,2,3
37,6,3,8,3
38,6,2,4,4
39,5,1,4,3
40,5,1,2,3
41,4,2,2,3
42,3,2,3,4
43,3,2,2,4
44,5,3,8,4
