,Correction,Forward,Successor,init
0,102,3,11,5
1,97,2,3,4
2,82,5,8,5
3,95,2,3,4
4,114,5,5,5
5,94,3,5,4
6,95,4,3,5
7,81,0,5,5
8,93,5,8,5
9,93,3,2,5
10,96,2,8,4
11,107,3,2,5
12,101,3,2,5
13,99,4,8,5
14,100,3,2,5
15,108,3,2,5
16,95,12,5,5
17,84,2,2,4
18,108,2,2,4
19,101,3,5,4
20,79,3,5,4
21,95,3,2,5
22,92,4,4,5
23,83,4,2,5
24,85,3,6,5
25,92,3,2,4
26,86,3,2,5
27,101,2,2,4
28,102,3,2,5
29,95,5,5,5
30,76,2,2,4
31,97,5,3,5
32,86,6,15,5
33,81,7,2,5
34,81,3,2,5
35,102,3,5,5
36,98,4,2,5
37,96,5,8,5
38,91,6,11,5
39,107,4,5,6
40,102,9,2,5
41,90,2,2,4
42,98,5,11,5
43,102,5,5,6
44,96,2,5,4
45,88,11,7,5
46,96,3,5,5
47,95,7,5,5
48,99,10,2,5
49,108,7,5,5
50,92,3,5,5
51,102,4,2,5
52,115,4,5,4
53,94,3,2,5
54,101,2,3,4
55,108,3,2,5
56,84,4,2,4
57,98,3,5,5
58,95,4,9,5
59,96,6,5,5
60,86,4,6,5
61,107,3,2,5
62,81,2,2,4
63,81,4,2,4
64,102,5,4,5
65,108,3,2,5
66,83,2,2,4
67,93,9,2,5
68,99,3,5,5
69,98,3,2,5
70,103,6,6,5
71,95,3,5,5
72,87,4,2,5
73,95,6,5,5
74,99,12,7,6
75,96,3,8,5
76,106,3,4,5
77,86,3,5,5
78,108,3,2,5
79,102,2,2,4
80,76,7,2,5
81,91,3,4,5
82,90,7,16,5
83,105,3,5,5
84,105,2,5,4
85,97,4,10,5
86,92,3,5,5
87,98,3,2,5
88,104,6,11,6
89,99,2,2,4
90,100,4,8,5
91,98,2,2,4
92,102,2,2,4
93,97,8,2,5
94,99,6,6,5
95,80,3,4,5
96,92,3,2,5
97,107,5,2,6
98,97,4,12,5
99,85,8,7,5
100,101,5,2,5
101,92,10,5,5
102,97,3,4,4
103,108,3,2,5
104,97,5,2,4
105,99,2,5,4
106,70,5,19,5
107,84,10,5,5
108,91,5,2,5
109,107,4,7,5
110,95,7,15,5
111,101,2,2,4
112,90,2,2,4
113,96,5,8,5
114,101,3,5,5
115,99,4,2,5
116,93,3,8,5
117,105,2,2,4
118,104,4,2,5
119,104,2,2,4
120,101,3,5,4
121,98,4,5,6
122,103,3,2,5
123,98,4,2,5
124,106,3,2,5
125,86,3,2,5
126,86,4,2,5
127,104,2,2,4
128,75,9,21,5
129,103,3,7,5
130,91,4,5,5
131,99,2,7,4
132,93,3,2,5
133,90,2,2,4
134,98,3,2,5
135,95,8,4,5
136,84,2,2,4
137,98,3,5,4
138,95,5,5,5
139,100,5,2,5
140,99,2,5,4
141,93,2,2,4
142,79,5,14,5
143,95,13,2,5
144,95,3,9,5
145,100,2,3,4
146,102,5,8,5
147,79,3,10,5
148,76,2,2,4
149,81,3,5,5
150,100,3,2,5
151,112,3,8,4
152,100,3,5,5
153,104,2,2,4
154,97,3,11,5
155,88,3,8,5
156,87,7,5,5
157,78,6,14,5
158,99,4,2,4
159,79,6,5,6
160,93,7,14,5
161,109,2,2,4
162,77,5,5,5
163,99,2,2,4
164,117,2,2,4
165,81,3,2,5
166,105,13,2,4
167,109,2,2,4
168,103,4,8,5
169,91,3,8,5
170,84,4,12,5
171,90,3,3,5
172,100,3,2,5
173,99,3,8,4
174,81,2,2,4
175,103,3,2,5
176,89,3,4,4
177,95,3,7,5
178,102,3,5,5
179,105,2,2,4
180,94,2,5,4
181,93,5,12,6
182,95,2,2,4
183,102,4,7,5
184,105,2,2,4
185,86,4,8,4
186,108,3,2,5
187,102,5,19,4
188,81,4,5,5
189,108,4,2,5
190,87,4,11,6
191,101,7,2,5
192,100,3,2,5
193,97,4,5,4
194,103,3,2,5
195,75,3,7,5
196,108,4,2,5
197,82,5,2,6
198,93,3,2,5
199,107,3,2,5
200,99,4,5,5
201,98,3,2,5
202,102,0,7,5
203,97,4,2,5
204,93,2,2,4
205,90,3,2,5
206,99,4,5,4
207,107,3,2,5
208,100,4,2,5
209,95,2,2,4
210,107,3,5,5
211,105,2,2,4
212,87,3,10,5
213,98,3,2,5
214,84,2,2,4
215,108,6,5,5
216,82,0,11,5
217,86,3,2,5
218,84,2,2,4
219,95,5,5,5
220,93,2,5,4
221,93,3,2,5
222,81,4,2,5
223,101,2,2,4
224,77,5,5,5
225,99,5,2,5
226,92,4,7,5
227,75,4,5,6
228,99,2,2,4
229,105,2,2,4
230,98,3,3,5
231,98,2,2,4
232,100,3,2,5
233,102,3,2,5
234,98,7,6,4
235,92,3,11,4
236,108,4,2,5
237,90,4,2,6
238,77,5,6,5
239,92,3,5,5
240,100,3,2,4
241,95,3,8,5
242,101,7,5,4
243,93,9,2,5
244,90,2,2,4
